"cases","cumulative_cases","date_report","province"
0,0,"10-03-2020","Manitoba"
0,0,"11-03-2020","Manitoba"
1,1,"12-03-2020","Manitoba"
3,4,"13-03-2020","Manitoba"
0,4,"14-03-2020","Manitoba"
3,7,"15-03-2020","Manitoba"
1,8,"16-03-2020","Manitoba"
7,15,"17-03-2020","Manitoba"
2,17,"18-03-2020","Manitoba"
0,17,"19-03-2020","Manitoba"
0,17,"20-03-2020","Manitoba"
2,19,"21-03-2020","Manitoba"
0,19,"22-03-2020","Manitoba"
1,20,"23-03-2020","Manitoba"
1,21,"24-03-2020","Manitoba"
14,35,"25-03-2020","Manitoba"
1,36,"26-03-2020","Manitoba"
3,39,"27-03-2020","Manitoba"
25,64,"28-03-2020","Manitoba"
8,72,"29-03-2020","Manitoba"
24,96,"30-03-2020","Manitoba"
7,103,"31-03-2020","Manitoba"
24,127,"01-04-2020","Manitoba"
40,167,"02-04-2020","Manitoba"
15,182,"03-04-2020","Manitoba"
12,194,"04-04-2020","Manitoba"
9,203,"05-04-2020","Manitoba"
1,204,"06-04-2020","Manitoba"
13,217,"07-04-2020","Manitoba"
4,221,"08-04-2020","Manitoba"
3,224,"09-04-2020","Manitoba"
6,230,"10-04-2020","Manitoba"
12,242,"11-04-2020","Manitoba"
0,242,"12-04-2020","Manitoba"
2,244,"13-04-2020","Manitoba"
0,244,"14-04-2020","Manitoba"
2,246,"15-04-2020","Manitoba"
4,250,"16-04-2020","Manitoba"
0,250,"17-04-2020","Manitoba"
3,253,"18-04-2020","Manitoba"
0,253,"19-04-2020","Manitoba"
1,254,"20-04-2020","Manitoba"
1,255,"21-04-2020","Manitoba"
2,257,"22-04-2020","Manitoba"
5,262,"23-04-2020","Manitoba"
1,263,"24-04-2020","Manitoba"
4,267,"25-04-2020","Manitoba"
4,271,"26-04-2020","Manitoba"
1,272,"27-04-2020","Manitoba"
0,272,"28-04-2020","Manitoba"
1,273,"29-04-2020","Manitoba"
2,275,"30-04-2020","Manitoba"
4,279,"01-05-2020","Manitoba"
0,279,"02-05-2020","Manitoba"
1,280,"03-05-2020","Manitoba"
0,280,"04-05-2020","Manitoba"
1,281,"05-05-2020","Manitoba"
2,283,"06-05-2020","Manitoba"
0,283,"07-05-2020","Manitoba"
1,284,"08-05-2020","Manitoba"
0,284,"09-05-2020","Manitoba"
3,287,"10-05-2020","Manitoba"
2,289,"11-05-2020","Manitoba"
0,289,"12-05-2020","Manitoba"
0,289,"13-05-2020","Manitoba"
0,289,"14-05-2020","Manitoba"
0,289,"15-05-2020","Manitoba"
0,289,"16-05-2020","Manitoba"
0,289,"17-05-2020","Manitoba"
1,290,"18-05-2020","Manitoba"
0,290,"19-05-2020","Manitoba"
0,290,"20-05-2020","Manitoba"
0,290,"21-05-2020","Manitoba"
2,292,"22-05-2020","Manitoba"
0,292,"23-05-2020","Manitoba"
0,292,"24-05-2020","Manitoba"
0,292,"25-05-2020","Manitoba"
0,292,"26-05-2020","Manitoba"
0,292,"27-05-2020","Manitoba"
2,294,"28-05-2020","Manitoba"
0,294,"29-05-2020","Manitoba"
0,294,"30-05-2020","Manitoba"
1,295,"31-05-2020","Manitoba"
0,295,"01-06-2020","Manitoba"
2,297,"02-06-2020","Manitoba"
1,298,"03-06-2020","Manitoba"
0,298,"04-06-2020","Manitoba"
2,300,"05-06-2020","Manitoba"
0,300,"06-06-2020","Manitoba"
0,300,"07-06-2020","Manitoba"
0,300,"08-06-2020","Manitoba"
0,300,"09-06-2020","Manitoba"
0,300,"10-06-2020","Manitoba"
0,300,"11-06-2020","Manitoba"
1,301,"12-06-2020","Manitoba"
2,303,"13-06-2020","Manitoba"
1,304,"14-06-2020","Manitoba"
0,304,"15-06-2020","Manitoba"
0,304,"16-06-2020","Manitoba"
2,306,"17-06-2020","Manitoba"
2,308,"18-06-2020","Manitoba"
3,311,"19-06-2020","Manitoba"
2,313,"20-06-2020","Manitoba"
0,313,"21-06-2020","Manitoba"
1,314,"22-06-2020","Manitoba"
0,314,"23-06-2020","Manitoba"
1,315,"24-06-2020","Manitoba"
1,316,"25-06-2020","Manitoba"
2,318,"26-06-2020","Manitoba"
4,322,"27-06-2020","Manitoba"
0,322,"28-06-2020","Manitoba"
2,324,"29-06-2020","Manitoba"
1,325,"30-06-2020","Manitoba"
0,325,"01-07-2020","Manitoba"
0,325,"02-07-2020","Manitoba"
0,325,"03-07-2020","Manitoba"
0,325,"04-07-2020","Manitoba"
0,325,"05-07-2020","Manitoba"
0,325,"06-07-2020","Manitoba"
0,325,"07-07-2020","Manitoba"
0,325,"08-07-2020","Manitoba"
0,325,"09-07-2020","Manitoba"
0,325,"10-07-2020","Manitoba"
0,325,"11-07-2020","Manitoba"
0,325,"12-07-2020","Manitoba"
0,325,"13-07-2020","Manitoba"
5,330,"14-07-2020","Manitoba"
0,330,"15-07-2020","Manitoba"
1,331,"16-07-2020","Manitoba"
5,336,"17-07-2020","Manitoba"
0,336,"18-07-2020","Manitoba"
0,336,"19-07-2020","Manitoba"
18,354,"20-07-2020","Manitoba"
12,366,"21-07-2020","Manitoba"
8,374,"22-07-2020","Manitoba"
1,375,"23-07-2020","Manitoba"
9,384,"24-07-2020","Manitoba"
0,384,"25-07-2020","Manitoba"
0,384,"26-07-2020","Manitoba"
15,399,"27-07-2020","Manitoba"
5,404,"28-07-2020","Manitoba"
3,407,"29-07-2020","Manitoba"
2,409,"30-07-2020","Manitoba"
6,415,"31-07-2020","Manitoba"
0,415,"01-08-2020","Manitoba"
0,415,"02-08-2020","Manitoba"
0,415,"03-08-2020","Manitoba"
27,442,"04-08-2020","Manitoba"
2,444,"05-08-2020","Manitoba"
30,474,"06-08-2020","Manitoba"
17,491,"07-08-2020","Manitoba"
16,507,"08-08-2020","Manitoba"
35,542,"09-08-2020","Manitoba"
16,558,"10-08-2020","Manitoba"
4,562,"11-08-2020","Manitoba"
16,578,"12-08-2020","Manitoba"
25,603,"13-08-2020","Manitoba"
40,643,"14-08-2020","Manitoba"
17,660,"15-08-2020","Manitoba"
36,696,"16-08-2020","Manitoba"
34,730,"17-08-2020","Manitoba"
17,747,"18-08-2020","Manitoba"
15,762,"19-08-2020","Manitoba"
33,795,"20-08-2020","Manitoba"
34,829,"21-08-2020","Manitoba"
42,871,"22-08-2020","Manitoba"
72,943,"23-08-2020","Manitoba"
49,992,"24-08-2020","Manitoba"
25,1017,"25-08-2020","Manitoba"
25,1042,"26-08-2020","Manitoba"
22,1064,"27-08-2020","Manitoba"
32,1096,"28-08-2020","Manitoba"
55,1151,"29-08-2020","Manitoba"
34,1185,"30-08-2020","Manitoba"
28,1213,"31-08-2020","Manitoba"
18,1231,"01-09-2020","Manitoba"
13,1244,"02-09-2020","Manitoba"
20,1264,"03-09-2020","Manitoba"
9,1273,"04-09-2020","Manitoba"
21,1294,"05-09-2020","Manitoba"
28,1322,"06-09-2020","Manitoba"
15,1337,"07-09-2020","Manitoba"
11,1348,"08-09-2020","Manitoba"
15,1363,"09-09-2020","Manitoba"
15,1378,"10-09-2020","Manitoba"
15,1393,"11-09-2020","Manitoba"
17,1410,"12-09-2020","Manitoba"
18,1428,"13-09-2020","Manitoba"
21,1449,"14-09-2020","Manitoba"
17,1466,"15-09-2020","Manitoba"
23,1489,"16-09-2020","Manitoba"
11,1500,"17-09-2020","Manitoba"
40,1540,"18-09-2020","Manitoba"
17,1557,"19-09-2020","Manitoba"
29,1586,"20-09-2020","Manitoba"
22,1608,"21-09-2020","Manitoba"
24,1632,"22-09-2020","Manitoba"
42,1674,"23-09-2020","Manitoba"
36,1710,"24-09-2020","Manitoba"
54,1764,"25-09-2020","Manitoba"
65,1829,"26-09-2020","Manitoba"
51,1880,"27-09-2020","Manitoba"
39,1919,"28-09-2020","Manitoba"
34,1953,"29-09-2020","Manitoba"
40,1993,"30-09-2020","Manitoba"
36,2029,"01-10-2020","Manitoba"
39,2068,"02-10-2020","Manitoba"
36,2104,"03-10-2020","Manitoba"
35,2139,"04-10-2020","Manitoba"
51,2190,"05-10-2020","Manitoba"
56,2246,"06-10-2020","Manitoba"
31,2277,"07-10-2020","Manitoba"
67,2344,"08-10-2020","Manitoba"
84,2428,"09-10-2020","Manitoba"
96,2524,"10-10-2020","Manitoba"
54,2578,"11-10-2020","Manitoba"
77,2655,"12-10-2020","Manitoba"
124,2779,"13-10-2020","Manitoba"
146,2925,"14-10-2020","Manitoba"
173,3098,"15-10-2020","Manitoba"
75,3173,"16-10-2020","Manitoba"
85,3258,"17-10-2020","Manitoba"
44,3302,"18-10-2020","Manitoba"
79,3381,"19-10-2020","Manitoba"
110,3491,"20-10-2020","Manitoba"
135,3626,"21-10-2020","Manitoba"
147,3773,"22-10-2020","Manitoba"
162,3935,"23-10-2020","Manitoba"
153,4088,"24-10-2020","Manitoba"
161,4249,"25-10-2020","Manitoba"
99,4348,"26-10-2020","Manitoba"
183,4531,"27-10-2020","Manitoba"
170,4701,"28-10-2020","Manitoba"
193,4894,"29-10-2020","Manitoba"
480,5374,"30-10-2020","Manitoba"
348,5722,"31-10-2020","Manitoba"
312,6034,"01-11-2020","Manitoba"
241,6275,"02-11-2020","Manitoba"
102,6377,"03-11-2020","Manitoba"
373,6750,"04-11-2020","Manitoba"
426,7176,"05-11-2020","Manitoba"
242,7418,"06-11-2020","Manitoba"
271,7689,"07-11-2020","Manitoba"
441,8130,"08-11-2020","Manitoba"
365,8495,"09-11-2020","Manitoba"
382,8877,"10-11-2020","Manitoba"
431,9308,"11-11-2020","Manitoba"
471,9779,"12-11-2020","Manitoba"
435,10214,"13-11-2020","Manitoba"
239,10453,"14-11-2020","Manitoba"
494,10947,"15-11-2020","Manitoba"
391,11338,"16-11-2020","Manitoba"
269,11607,"17-11-2020","Manitoba"
400,12007,"18-11-2020","Manitoba"
474,12481,"19-11-2020","Manitoba"
436,12917,"20-11-2020","Manitoba"
384,13301,"21-11-2020","Manitoba"
240,13541,"22-11-2020","Manitoba"
541,14082,"23-11-2020","Manitoba"
476,14558,"24-11-2020","Manitoba"
347,14905,"25-11-2020","Manitoba"
383,15288,"26-11-2020","Manitoba"
343,15631,"27-11-2020","Manitoba"
487,16118,"28-11-2020","Manitoba"
364,16482,"29-11-2020","Manitoba"
342,16824,"30-11-2020","Manitoba"
283,17107,"01-12-2020","Manitoba"
277,17384,"02-12-2020","Manitoba"
365,17749,"03-12-2020","Manitoba"
320,18069,"04-12-2020","Manitoba"
354,18423,"05-12-2020","Manitoba"
383,18806,"06-12-2020","Manitoba"
325,19131,"07-12-2020","Manitoba"
245,19376,"08-12-2020","Manitoba"
278,19654,"09-12-2020","Manitoba"
291,19945,"10-12-2020","Manitoba"
445,20390,"11-12-2020","Manitoba"
360,20750,"12-12-2020","Manitoba"
273,21023,"13-12-2020","Manitoba"
240,21263,"14-12-2020","Manitoba"
271,21534,"15-12-2020","Manitoba"
292,21826,"16-12-2020","Manitoba"
221,22047,"17-12-2020","Manitoba"
345,22392,"18-12-2020","Manitoba"
238,22630,"19-12-2020","Manitoba"
229,22859,"20-12-2020","Manitoba"
166,23025,"21-12-2020","Manitoba"
155,23180,"22-12-2020","Manitoba"
200,23380,"23-12-2020","Manitoba"
241,23621,"24-12-2020","Manitoba"
0,23621,"25-12-2020","Manitoba"
0,23621,"26-12-2020","Manitoba"
524,24145,"27-12-2020","Manitoba"
107,24252,"28-12-2020","Manitoba"
131,24383,"29-12-2020","Manitoba"
130,24513,"30-12-2020","Manitoba"
186,24699,"31-12-2020","Manitoba"
0,24699,"01-01-2021","Manitoba"
326,25025,"02-01-2021","Manitoba"
101,25126,"03-01-2021","Manitoba"
118,25244,"04-01-2021","Manitoba"
121,25365,"05-01-2021","Manitoba"
169,25534,"06-01-2021","Manitoba"
207,25741,"07-01-2021","Manitoba"
222,25963,"08-01-2021","Manitoba"
203,26166,"09-01-2021","Manitoba"
151,26317,"10-01-2021","Manitoba"
131,26448,"11-01-2021","Manitoba"
89,26537,"12-01-2021","Manitoba"
156,26693,"13-01-2021","Manitoba"
261,26954,"14-01-2021","Manitoba"
188,27142,"15-01-2021","Manitoba"
180,27322,"16-01-2021","Manitoba"
189,27511,"17-01-2021","Manitoba"
118,27629,"18-01-2021","Manitoba"
110,27739,"19-01-2021","Manitoba"
152,27891,"20-01-2021","Manitoba"
196,28087,"21-01-2021","Manitoba"
173,28260,"22-01-2021","Manitoba"
215,28475,"23-01-2021","Manitoba"
222,28697,"24-01-2021","Manitoba"
0,0,"25-01-2020","New Brunswick"
0,0,"26-01-2020","New Brunswick"
0,0,"27-01-2020","New Brunswick"
0,0,"28-01-2020","New Brunswick"
0,0,"29-01-2020","New Brunswick"
0,0,"30-01-2020","New Brunswick"
0,0,"31-01-2020","New Brunswick"
0,0,"01-02-2020","New Brunswick"
0,0,"02-02-2020","New Brunswick"
0,0,"03-02-2020","New Brunswick"
0,0,"04-02-2020","New Brunswick"
0,0,"05-02-2020","New Brunswick"
0,0,"06-02-2020","New Brunswick"
0,0,"07-02-2020","New Brunswick"
0,0,"08-02-2020","New Brunswick"
0,0,"09-02-2020","New Brunswick"
0,0,"10-02-2020","New Brunswick"
0,0,"11-02-2020","New Brunswick"
0,0,"12-02-2020","New Brunswick"
0,0,"13-02-2020","New Brunswick"
0,0,"14-02-2020","New Brunswick"
0,0,"15-02-2020","New Brunswick"
0,0,"16-02-2020","New Brunswick"
0,0,"17-02-2020","New Brunswick"
0,0,"18-02-2020","New Brunswick"
0,0,"19-02-2020","New Brunswick"
0,0,"20-02-2020","New Brunswick"
0,0,"21-02-2020","New Brunswick"
0,0,"22-02-2020","New Brunswick"
0,0,"23-02-2020","New Brunswick"
0,0,"24-02-2020","New Brunswick"
0,0,"25-02-2020","New Brunswick"
0,0,"26-02-2020","New Brunswick"
0,0,"27-02-2020","New Brunswick"
0,0,"28-02-2020","New Brunswick"
0,0,"29-02-2020","New Brunswick"
0,0,"01-03-2020","New Brunswick"
0,0,"02-03-2020","New Brunswick"
0,0,"03-03-2020","New Brunswick"
0,0,"04-03-2020","New Brunswick"
0,0,"05-03-2020","New Brunswick"
0,0,"06-03-2020","New Brunswick"
0,0,"07-03-2020","New Brunswick"
0,0,"08-03-2020","New Brunswick"
0,0,"09-03-2020","New Brunswick"
0,0,"10-03-2020","New Brunswick"
0,0,"11-03-2020","New Brunswick"
1,1,"12-03-2020","New Brunswick"
0,1,"13-03-2020","New Brunswick"
1,2,"14-03-2020","New Brunswick"
4,6,"15-03-2020","New Brunswick"
1,7,"16-03-2020","New Brunswick"
1,8,"17-03-2020","New Brunswick"
3,11,"18-03-2020","New Brunswick"
0,11,"19-03-2020","New Brunswick"
0,11,"20-03-2020","New Brunswick"
6,17,"21-03-2020","New Brunswick"
0,17,"22-03-2020","New Brunswick"
0,17,"23-03-2020","New Brunswick"
1,18,"24-03-2020","New Brunswick"
8,26,"25-03-2020","New Brunswick"
7,33,"26-03-2020","New Brunswick"
12,45,"27-03-2020","New Brunswick"
6,51,"28-03-2020","New Brunswick"
15,66,"29-03-2020","New Brunswick"
2,68,"30-03-2020","New Brunswick"
2,70,"31-03-2020","New Brunswick"
11,81,"01-04-2020","New Brunswick"
10,91,"02-04-2020","New Brunswick"
4,95,"03-04-2020","New Brunswick"
3,98,"04-04-2020","New Brunswick"
3,101,"05-04-2020","New Brunswick"
2,103,"06-04-2020","New Brunswick"
2,105,"07-04-2020","New Brunswick"
3,108,"08-04-2020","New Brunswick"
3,111,"09-04-2020","New Brunswick"
1,112,"10-04-2020","New Brunswick"
0,112,"11-04-2020","New Brunswick"
2,114,"12-04-2020","New Brunswick"
2,116,"13-04-2020","New Brunswick"
0,116,"14-04-2020","New Brunswick"
1,117,"15-04-2020","New Brunswick"
0,117,"16-04-2020","New Brunswick"
0,117,"17-04-2020","New Brunswick"
1,118,"18-04-2020","New Brunswick"
0,118,"19-04-2020","New Brunswick"
0,118,"20-04-2020","New Brunswick"
0,118,"21-04-2020","New Brunswick"
0,118,"22-04-2020","New Brunswick"
0,118,"23-04-2020","New Brunswick"
0,118,"24-04-2020","New Brunswick"
0,118,"25-04-2020","New Brunswick"
0,118,"26-04-2020","New Brunswick"
0,118,"27-04-2020","New Brunswick"
0,118,"28-04-2020","New Brunswick"
0,118,"29-04-2020","New Brunswick"
0,118,"30-04-2020","New Brunswick"
0,118,"01-05-2020","New Brunswick"
0,118,"02-05-2020","New Brunswick"
0,118,"03-05-2020","New Brunswick"
0,118,"04-05-2020","New Brunswick"
1,119,"05-05-2020","New Brunswick"
1,120,"06-05-2020","New Brunswick"
0,120,"07-05-2020","New Brunswick"
0,120,"08-05-2020","New Brunswick"
0,120,"09-05-2020","New Brunswick"
0,120,"10-05-2020","New Brunswick"
0,120,"11-05-2020","New Brunswick"
0,120,"12-05-2020","New Brunswick"
0,120,"13-05-2020","New Brunswick"
0,120,"14-05-2020","New Brunswick"
0,120,"15-05-2020","New Brunswick"
0,120,"16-05-2020","New Brunswick"
0,120,"17-05-2020","New Brunswick"
0,120,"18-05-2020","New Brunswick"
0,120,"19-05-2020","New Brunswick"
0,120,"20-05-2020","New Brunswick"
1,121,"21-05-2020","New Brunswick"
0,121,"22-05-2020","New Brunswick"
0,121,"23-05-2020","New Brunswick"
0,121,"24-05-2020","New Brunswick"
0,121,"25-05-2020","New Brunswick"
1,122,"26-05-2020","New Brunswick"
1,123,"27-05-2020","New Brunswick"
3,126,"28-05-2020","New Brunswick"
2,128,"29-05-2020","New Brunswick"
1,129,"30-05-2020","New Brunswick"
3,132,"31-05-2020","New Brunswick"
0,132,"01-06-2020","New Brunswick"
1,133,"02-06-2020","New Brunswick"
2,135,"03-06-2020","New Brunswick"
1,136,"04-06-2020","New Brunswick"
0,136,"05-06-2020","New Brunswick"
0,136,"06-06-2020","New Brunswick"
1,137,"07-06-2020","New Brunswick"
9,146,"08-06-2020","New Brunswick"
1,147,"09-06-2020","New Brunswick"
4,151,"10-06-2020","New Brunswick"
2,153,"11-06-2020","New Brunswick"
1,154,"12-06-2020","New Brunswick"
3,157,"13-06-2020","New Brunswick"
0,157,"14-06-2020","New Brunswick"
3,160,"15-06-2020","New Brunswick"
3,163,"16-06-2020","New Brunswick"
0,163,"17-06-2020","New Brunswick"
0,163,"18-06-2020","New Brunswick"
0,163,"19-06-2020","New Brunswick"
1,164,"20-06-2020","New Brunswick"
0,164,"21-06-2020","New Brunswick"
0,164,"22-06-2020","New Brunswick"
1,165,"23-06-2020","New Brunswick"
0,165,"24-06-2020","New Brunswick"
0,165,"25-06-2020","New Brunswick"
0,165,"26-06-2020","New Brunswick"
0,165,"27-06-2020","New Brunswick"
0,165,"28-06-2020","New Brunswick"
0,165,"29-06-2020","New Brunswick"
0,165,"30-06-2020","New Brunswick"
0,165,"01-07-2020","New Brunswick"
0,165,"02-07-2020","New Brunswick"
0,165,"03-07-2020","New Brunswick"
0,165,"04-07-2020","New Brunswick"
0,165,"05-07-2020","New Brunswick"
0,165,"06-07-2020","New Brunswick"
0,165,"07-07-2020","New Brunswick"
0,165,"08-07-2020","New Brunswick"
1,166,"09-07-2020","New Brunswick"
0,166,"10-07-2020","New Brunswick"
0,166,"11-07-2020","New Brunswick"
0,166,"12-07-2020","New Brunswick"
0,166,"13-07-2020","New Brunswick"
1,167,"14-07-2020","New Brunswick"
1,168,"15-07-2020","New Brunswick"
0,168,"16-07-2020","New Brunswick"
0,168,"17-07-2020","New Brunswick"
0,168,"18-07-2020","New Brunswick"
1,169,"19-07-2020","New Brunswick"
1,170,"20-07-2020","New Brunswick"
0,170,"21-07-2020","New Brunswick"
0,170,"22-07-2020","New Brunswick"
0,170,"23-07-2020","New Brunswick"
0,170,"24-07-2020","New Brunswick"
0,170,"25-07-2020","New Brunswick"
0,170,"26-07-2020","New Brunswick"
0,170,"27-07-2020","New Brunswick"
0,170,"28-07-2020","New Brunswick"
0,170,"29-07-2020","New Brunswick"
0,170,"30-07-2020","New Brunswick"
0,170,"31-07-2020","New Brunswick"
0,170,"01-08-2020","New Brunswick"
0,170,"02-08-2020","New Brunswick"
0,170,"03-08-2020","New Brunswick"
0,170,"04-08-2020","New Brunswick"
4,174,"05-08-2020","New Brunswick"
2,176,"06-08-2020","New Brunswick"
0,176,"07-08-2020","New Brunswick"
0,176,"08-08-2020","New Brunswick"
0,176,"09-08-2020","New Brunswick"
0,176,"10-08-2020","New Brunswick"
1,177,"11-08-2020","New Brunswick"
1,178,"12-08-2020","New Brunswick"
2,180,"13-08-2020","New Brunswick"
0,180,"14-08-2020","New Brunswick"
4,184,"15-08-2020","New Brunswick"
2,186,"16-08-2020","New Brunswick"
0,186,"17-08-2020","New Brunswick"
0,186,"18-08-2020","New Brunswick"
0,186,"19-08-2020","New Brunswick"
0,186,"20-08-2020","New Brunswick"
2,188,"21-08-2020","New Brunswick"
0,188,"22-08-2020","New Brunswick"
1,189,"23-08-2020","New Brunswick"
0,189,"24-08-2020","New Brunswick"
1,190,"25-08-2020","New Brunswick"
0,190,"26-08-2020","New Brunswick"
0,190,"27-08-2020","New Brunswick"
1,191,"28-08-2020","New Brunswick"
0,191,"29-08-2020","New Brunswick"
0,191,"30-08-2020","New Brunswick"
0,191,"31-08-2020","New Brunswick"
0,191,"01-09-2020","New Brunswick"
1,192,"02-09-2020","New Brunswick"
0,192,"03-09-2020","New Brunswick"
0,192,"04-09-2020","New Brunswick"
0,192,"05-09-2020","New Brunswick"
0,192,"06-09-2020","New Brunswick"
0,192,"07-09-2020","New Brunswick"
0,192,"08-09-2020","New Brunswick"
0,192,"09-09-2020","New Brunswick"
1,193,"10-09-2020","New Brunswick"
0,193,"11-09-2020","New Brunswick"
0,193,"12-09-2020","New Brunswick"
0,193,"13-09-2020","New Brunswick"
1,194,"14-09-2020","New Brunswick"
0,194,"15-09-2020","New Brunswick"
0,194,"16-09-2020","New Brunswick"
0,194,"17-09-2020","New Brunswick"
0,194,"18-09-2020","New Brunswick"
0,194,"19-09-2020","New Brunswick"
0,194,"20-09-2020","New Brunswick"
2,196,"21-09-2020","New Brunswick"
0,196,"22-09-2020","New Brunswick"
1,197,"23-09-2020","New Brunswick"
2,199,"24-09-2020","New Brunswick"
1,200,"25-09-2020","New Brunswick"
0,200,"26-09-2020","New Brunswick"
0,200,"27-09-2020","New Brunswick"
0,200,"28-09-2020","New Brunswick"
0,200,"29-09-2020","New Brunswick"
0,200,"30-09-2020","New Brunswick"
0,200,"01-10-2020","New Brunswick"
0,200,"02-10-2020","New Brunswick"
1,201,"03-10-2020","New Brunswick"
0,201,"04-10-2020","New Brunswick"
2,203,"05-10-2020","New Brunswick"
2,205,"06-10-2020","New Brunswick"
17,222,"07-10-2020","New Brunswick"
3,225,"08-10-2020","New Brunswick"
13,238,"09-10-2020","New Brunswick"
20,258,"10-10-2020","New Brunswick"
14,272,"11-10-2020","New Brunswick"
6,278,"12-10-2020","New Brunswick"
6,284,"13-10-2020","New Brunswick"
8,292,"14-10-2020","New Brunswick"
0,292,"15-10-2020","New Brunswick"
5,297,"16-10-2020","New Brunswick"
8,305,"17-10-2020","New Brunswick"
5,310,"18-10-2020","New Brunswick"
3,313,"19-10-2020","New Brunswick"
0,313,"20-10-2020","New Brunswick"
6,319,"21-10-2020","New Brunswick"
3,322,"22-10-2020","New Brunswick"
2,324,"23-10-2020","New Brunswick"
2,326,"24-10-2020","New Brunswick"
2,328,"25-10-2020","New Brunswick"
3,331,"26-10-2020","New Brunswick"
3,334,"27-10-2020","New Brunswick"
3,337,"28-10-2020","New Brunswick"
4,341,"29-10-2020","New Brunswick"
1,342,"30-10-2020","New Brunswick"
1,343,"31-10-2020","New Brunswick"
1,344,"01-11-2020","New Brunswick"
0,344,"02-11-2020","New Brunswick"
0,344,"03-11-2020","New Brunswick"
3,347,"04-11-2020","New Brunswick"
2,349,"05-11-2020","New Brunswick"
1,350,"06-11-2020","New Brunswick"
3,353,"07-11-2020","New Brunswick"
1,354,"08-11-2020","New Brunswick"
1,355,"09-11-2020","New Brunswick"
0,355,"10-11-2020","New Brunswick"
0,355,"11-11-2020","New Brunswick"
1,356,"12-11-2020","New Brunswick"
2,358,"13-11-2020","New Brunswick"
6,364,"14-11-2020","New Brunswick"
3,367,"15-11-2020","New Brunswick"
8,375,"16-11-2020","New Brunswick"
4,379,"17-11-2020","New Brunswick"
9,388,"18-11-2020","New Brunswick"
4,392,"19-11-2020","New Brunswick"
9,401,"20-11-2020","New Brunswick"
23,424,"21-11-2020","New Brunswick"
6,430,"22-11-2020","New Brunswick"
15,445,"23-11-2020","New Brunswick"
5,450,"24-11-2020","New Brunswick"
3,453,"25-11-2020","New Brunswick"
12,465,"26-11-2020","New Brunswick"
12,477,"27-11-2020","New Brunswick"
4,481,"28-11-2020","New Brunswick"
14,495,"29-11-2020","New Brunswick"
6,501,"30-11-2020","New Brunswick"
7,508,"01-12-2020","New Brunswick"
6,514,"02-12-2020","New Brunswick"
6,520,"03-12-2020","New Brunswick"
8,528,"04-12-2020","New Brunswick"
2,530,"05-12-2020","New Brunswick"
4,534,"06-12-2020","New Brunswick"
2,536,"07-12-2020","New Brunswick"
5,541,"08-12-2020","New Brunswick"
1,542,"09-12-2020","New Brunswick"
4,546,"10-12-2020","New Brunswick"
8,554,"11-12-2020","New Brunswick"
1,555,"12-12-2020","New Brunswick"
2,557,"13-12-2020","New Brunswick"
1,558,"14-12-2020","New Brunswick"
1,559,"15-12-2020","New Brunswick"
8,567,"16-12-2020","New Brunswick"
6,573,"17-12-2020","New Brunswick"
0,573,"18-12-2020","New Brunswick"
1,574,"19-12-2020","New Brunswick"
0,574,"20-12-2020","New Brunswick"
4,578,"21-12-2020","New Brunswick"
2,580,"22-12-2020","New Brunswick"
5,585,"23-12-2020","New Brunswick"
2,587,"24-12-2020","New Brunswick"
1,588,"25-12-2020","New Brunswick"
2,590,"26-12-2020","New Brunswick"
2,592,"27-12-2020","New Brunswick"
1,593,"28-12-2020","New Brunswick"
2,595,"29-12-2020","New Brunswick"
1,596,"30-12-2020","New Brunswick"
3,599,"31-12-2020","New Brunswick"
2,601,"01-01-2021","New Brunswick"
10,611,"02-01-2021","New Brunswick"
7,618,"03-01-2021","New Brunswick"
17,635,"04-01-2021","New Brunswick"
27,662,"05-01-2021","New Brunswick"
31,693,"06-01-2021","New Brunswick"
24,717,"07-01-2021","New Brunswick"
18,735,"08-01-2021","New Brunswick"
30,765,"09-01-2021","New Brunswick"
14,779,"10-01-2021","New Brunswick"
21,800,"11-01-2021","New Brunswick"
17,817,"12-01-2021","New Brunswick"
19,836,"13-01-2021","New Brunswick"
23,859,"14-01-2021","New Brunswick"
25,884,"15-01-2021","New Brunswick"
27,911,"16-01-2021","New Brunswick"
36,947,"17-01-2021","New Brunswick"
26,973,"18-01-2021","New Brunswick"
31,1004,"19-01-2021","New Brunswick"
21,1025,"20-01-2021","New Brunswick"
32,1057,"21-01-2021","New Brunswick"
30,1087,"22-01-2021","New Brunswick"
17,1104,"23-01-2021","New Brunswick"
20,1124,"24-01-2021","New Brunswick"
0,0,"25-01-2020","NL"
0,0,"26-01-2020","NL"
0,0,"27-01-2020","NL"
0,0,"28-01-2020","NL"
0,0,"29-01-2020","NL"
0,0,"30-01-2020","NL"
0,0,"31-01-2020","NL"
0,0,"01-02-2020","NL"
0,0,"02-02-2020","NL"
0,0,"03-02-2020","NL"
0,0,"04-02-2020","NL"
0,0,"05-02-2020","NL"
0,0,"06-02-2020","NL"
0,0,"07-02-2020","NL"
0,0,"08-02-2020","NL"
0,0,"09-02-2020","NL"
0,0,"10-02-2020","NL"
0,0,"11-02-2020","NL"
0,0,"12-02-2020","NL"
0,0,"13-02-2020","NL"
0,0,"14-02-2020","NL"
0,0,"15-02-2020","NL"
0,0,"16-02-2020","NL"
0,0,"17-02-2020","NL"
0,0,"18-02-2020","NL"
