"cumulative_deaths","date_death_report","deaths","province"
3,"10-09-2020",0,"NL"
3,"11-09-2020",0,"NL"
3,"12-09-2020",0,"NL"
3,"13-09-2020",0,"NL"
3,"14-09-2020",0,"NL"
3,"15-09-2020",0,"NL"
3,"16-09-2020",0,"NL"
3,"17-09-2020",0,"NL"
3,"18-09-2020",0,"NL"
3,"19-09-2020",0,"NL"
3,"20-09-2020",0,"NL"
3,"21-09-2020",0,"NL"
3,"22-09-2020",0,"NL"
3,"23-09-2020",0,"NL"
3,"24-09-2020",0,"NL"
3,"25-09-2020",0,"NL"
3,"26-09-2020",0,"NL"
3,"27-09-2020",0,"NL"
3,"28-09-2020",0,"NL"
3,"29-09-2020",0,"NL"
3,"30-09-2020",0,"NL"
3,"01-10-2020",0,"NL"
3,"02-10-2020",0,"NL"
4,"03-10-2020",1,"NL"
4,"04-10-2020",0,"NL"
4,"05-10-2020",0,"NL"
4,"06-10-2020",0,"NL"
4,"07-10-2020",0,"NL"
4,"08-10-2020",0,"NL"
4,"09-10-2020",0,"NL"
4,"10-10-2020",0,"NL"
4,"11-10-2020",0,"NL"
4,"12-10-2020",0,"NL"
4,"13-10-2020",0,"NL"
4,"14-10-2020",0,"NL"
4,"15-10-2020",0,"NL"
4,"16-10-2020",0,"NL"
4,"17-10-2020",0,"NL"
4,"18-10-2020",0,"NL"
4,"19-10-2020",0,"NL"
4,"20-10-2020",0,"NL"
4,"21-10-2020",0,"NL"
4,"22-10-2020",0,"NL"
4,"23-10-2020",0,"NL"
4,"24-10-2020",0,"NL"
4,"25-10-2020",0,"NL"
4,"26-10-2020",0,"NL"
4,"27-10-2020",0,"NL"
4,"28-10-2020",0,"NL"
4,"29-10-2020",0,"NL"
4,"30-10-2020",0,"NL"
4,"31-10-2020",0,"NL"
4,"01-11-2020",0,"NL"
4,"02-11-2020",0,"NL"
4,"03-11-2020",0,"NL"
4,"04-11-2020",0,"NL"
4,"05-11-2020",0,"NL"
4,"06-11-2020",0,"NL"
4,"07-11-2020",0,"NL"
4,"08-11-2020",0,"NL"
4,"09-11-2020",0,"NL"
4,"10-11-2020",0,"NL"
4,"11-11-2020",0,"NL"
4,"12-11-2020",0,"NL"
4,"13-11-2020",0,"NL"
4,"14-11-2020",0,"NL"
4,"15-11-2020",0,"NL"
4,"16-11-2020",0,"NL"
4,"17-11-2020",0,"NL"
4,"18-11-2020",0,"NL"
4,"19-11-2020",0,"NL"
4,"20-11-2020",0,"NL"
4,"21-11-2020",0,"NL"
4,"22-11-2020",0,"NL"
4,"23-11-2020",0,"NL"
4,"24-11-2020",0,"NL"
4,"25-11-2020",0,"NL"
4,"26-11-2020",0,"NL"
4,"27-11-2020",0,"NL"
4,"28-11-2020",0,"NL"
4,"29-11-2020",0,"NL"
4,"30-11-2020",0,"NL"
4,"01-12-2020",0,"NL"
4,"02-12-2020",0,"NL"
4,"03-12-2020",0,"NL"
4,"04-12-2020",0,"NL"
4,"05-12-2020",0,"NL"
4,"06-12-2020",0,"NL"
4,"07-12-2020",0,"NL"
4,"08-12-2020",0,"NL"
4,"09-12-2020",0,"NL"
4,"10-12-2020",0,"NL"
4,"11-12-2020",0,"NL"
4,"12-12-2020",0,"NL"
4,"13-12-2020",0,"NL"
4,"14-12-2020",0,"NL"
4,"15-12-2020",0,"NL"
4,"16-12-2020",0,"NL"
4,"17-12-2020",0,"NL"
4,"18-12-2020",0,"NL"
4,"19-12-2020",0,"NL"
4,"20-12-2020",0,"NL"
4,"21-12-2020",0,"NL"
4,"22-12-2020",0,"NL"
4,"23-12-2020",0,"NL"
4,"24-12-2020",0,"NL"
4,"25-12-2020",0,"NL"
4,"26-12-2020",0,"NL"
4,"27-12-2020",0,"NL"
4,"28-12-2020",0,"NL"
4,"29-12-2020",0,"NL"
4,"30-12-2020",0,"NL"
4,"31-12-2020",0,"NL"
4,"01-01-2021",0,"NL"
4,"02-01-2021",0,"NL"
4,"03-01-2021",0,"NL"
4,"04-01-2021",0,"NL"
4,"05-01-2021",0,"NL"
4,"06-01-2021",0,"NL"
4,"07-01-2021",0,"NL"
4,"08-01-2021",0,"NL"
4,"09-01-2021",0,"NL"
4,"10-01-2021",0,"NL"
4,"11-01-2021",0,"NL"
4,"12-01-2021",0,"NL"
4,"13-01-2021",0,"NL"
4,"14-01-2021",0,"NL"
4,"15-01-2021",0,"NL"
4,"16-01-2021",0,"NL"
4,"17-01-2021",0,"NL"
4,"18-01-2021",0,"NL"
4,"19-01-2021",0,"NL"
4,"20-01-2021",0,"NL"
4,"21-01-2021",0,"NL"
0,"08-03-2020",0,"Nova Scotia"
0,"09-03-2020",0,"Nova Scotia"
0,"10-03-2020",0,"Nova Scotia"
0,"11-03-2020",0,"Nova Scotia"
0,"12-03-2020",0,"Nova Scotia"
0,"13-03-2020",0,"Nova Scotia"
0,"14-03-2020",0,"Nova Scotia"
0,"15-03-2020",0,"Nova Scotia"
0,"16-03-2020",0,"Nova Scotia"
0,"17-03-2020",0,"Nova Scotia"
0,"18-03-2020",0,"Nova Scotia"
0,"19-03-2020",0,"Nova Scotia"
0,"20-03-2020",0,"Nova Scotia"
0,"21-03-2020",0,"Nova Scotia"
0,"22-03-2020",0,"Nova Scotia"
0,"23-03-2020",0,"Nova Scotia"
0,"24-03-2020",0,"Nova Scotia"
0,"25-03-2020",0,"Nova Scotia"
0,"26-03-2020",0,"Nova Scotia"
0,"27-03-2020",0,"Nova Scotia"
0,"28-03-2020",0,"Nova Scotia"
0,"29-03-2020",0,"Nova Scotia"
0,"30-03-2020",0,"Nova Scotia"
0,"31-03-2020",0,"Nova Scotia"
0,"01-04-2020",0,"Nova Scotia"
0,"02-04-2020",0,"Nova Scotia"
0,"03-04-2020",0,"Nova Scotia"
0,"04-04-2020",0,"Nova Scotia"
0,"05-04-2020",0,"Nova Scotia"
0,"06-04-2020",0,"Nova Scotia"
1,"07-04-2020",1,"Nova Scotia"
1,"08-04-2020",0,"Nova Scotia"
2,"09-04-2020",1,"Nova Scotia"
2,"10-04-2020",0,"Nova Scotia"
2,"11-04-2020",0,"Nova Scotia"
2,"12-04-2020",0,"Nova Scotia"
3,"13-04-2020",1,"Nova Scotia"
3,"14-04-2020",0,"Nova Scotia"
3,"15-04-2020",0,"Nova Scotia"
3,"16-04-2020",0,"Nova Scotia"
4,"17-04-2020",1,"Nova Scotia"
7,"18-04-2020",3,"Nova Scotia"
9,"19-04-2020",2,"Nova Scotia"
9,"20-04-2020",0,"Nova Scotia"
10,"21-04-2020",1,"Nova Scotia"
12,"22-04-2020",2,"Nova Scotia"
16,"23-04-2020",4,"Nova Scotia"
16,"24-04-2020",0,"Nova Scotia"
22,"25-04-2020",6,"Nova Scotia"
24,"26-04-2020",2,"Nova Scotia"
24,"27-04-2020",0,"Nova Scotia"
27,"28-04-2020",3,"Nova Scotia"
28,"29-04-2020",1,"Nova Scotia"
28,"30-04-2020",0,"Nova Scotia"
29,"01-05-2020",1,"Nova Scotia"
31,"02-05-2020",2,"Nova Scotia"
37,"03-05-2020",6,"Nova Scotia"
38,"04-05-2020",1,"Nova Scotia"
41,"05-05-2020",3,"Nova Scotia"
41,"06-05-2020",0,"Nova Scotia"
44,"07-05-2020",3,"Nova Scotia"
46,"08-05-2020",2,"Nova Scotia"
47,"09-05-2020",1,"Nova Scotia"
47,"10-05-2020",0,"Nova Scotia"
48,"11-05-2020",1,"Nova Scotia"
48,"12-05-2020",0,"Nova Scotia"
51,"13-05-2020",3,"Nova Scotia"
51,"14-05-2020",0,"Nova Scotia"
55,"15-05-2020",4,"Nova Scotia"
55,"16-05-2020",0,"Nova Scotia"
55,"17-05-2020",0,"Nova Scotia"
55,"18-05-2020",0,"Nova Scotia"
56,"19-05-2020",1,"Nova Scotia"
57,"20-05-2020",1,"Nova Scotia"
58,"21-05-2020",1,"Nova Scotia"
58,"22-05-2020",0,"Nova Scotia"
58,"23-05-2020",0,"Nova Scotia"
58,"24-05-2020",0,"Nova Scotia"
58,"25-05-2020",0,"Nova Scotia"
59,"26-05-2020",1,"Nova Scotia"
59,"27-05-2020",0,"Nova Scotia"
59,"28-05-2020",0,"Nova Scotia"
59,"29-05-2020",0,"Nova Scotia"
60,"30-05-2020",1,"Nova Scotia"
60,"31-05-2020",0,"Nova Scotia"
60,"01-06-2020",0,"Nova Scotia"
60,"02-06-2020",0,"Nova Scotia"
60,"03-06-2020",0,"Nova Scotia"
61,"04-06-2020",1,"Nova Scotia"
61,"05-06-2020",0,"Nova Scotia"
61,"06-06-2020",0,"Nova Scotia"
61,"07-06-2020",0,"Nova Scotia"
61,"08-06-2020",0,"Nova Scotia"
62,"09-06-2020",1,"Nova Scotia"
62,"10-06-2020",0,"Nova Scotia"
62,"11-06-2020",0,"Nova Scotia"
62,"12-06-2020",0,"Nova Scotia"
62,"13-06-2020",0,"Nova Scotia"
62,"14-06-2020",0,"Nova Scotia"
62,"15-06-2020",0,"Nova Scotia"
62,"16-06-2020",0,"Nova Scotia"
62,"17-06-2020",0,"Nova Scotia"
62,"18-06-2020",0,"Nova Scotia"
62,"19-06-2020",0,"Nova Scotia"
62,"20-06-2020",0,"Nova Scotia"
62,"21-06-2020",0,"Nova Scotia"
63,"22-06-2020",1,"Nova Scotia"
63,"23-06-2020",0,"Nova Scotia"
63,"24-06-2020",0,"Nova Scotia"
63,"25-06-2020",0,"Nova Scotia"
63,"26-06-2020",0,"Nova Scotia"
63,"27-06-2020",0,"Nova Scotia"
63,"28-06-2020",0,"Nova Scotia"
63,"29-06-2020",0,"Nova Scotia"
63,"30-06-2020",0,"Nova Scotia"
63,"01-07-2020",0,"Nova Scotia"
63,"02-07-2020",0,"Nova Scotia"
63,"03-07-2020",0,"Nova Scotia"
63,"04-07-2020",0,"Nova Scotia"
63,"05-07-2020",0,"Nova Scotia"
63,"06-07-2020",0,"Nova Scotia"
63,"07-07-2020",0,"Nova Scotia"
63,"08-07-2020",0,"Nova Scotia"
63,"09-07-2020",0,"Nova Scotia"
63,"10-07-2020",0,"Nova Scotia"
63,"11-07-2020",0,"Nova Scotia"
63,"12-07-2020",0,"Nova Scotia"
63,"13-07-2020",0,"Nova Scotia"
63,"14-07-2020",0,"Nova Scotia"
63,"15-07-2020",0,"Nova Scotia"
63,"16-07-2020",0,"Nova Scotia"
63,"17-07-2020",0,"Nova Scotia"
63,"18-07-2020",0,"Nova Scotia"
63,"19-07-2020",0,"Nova Scotia"
63,"20-07-2020",0,"Nova Scotia"
63,"21-07-2020",0,"Nova Scotia"
63,"22-07-2020",0,"Nova Scotia"
63,"23-07-2020",0,"Nova Scotia"
63,"24-07-2020",0,"Nova Scotia"
63,"25-07-2020",0,"Nova Scotia"
63,"26-07-2020",0,"Nova Scotia"
63,"27-07-2020",0,"Nova Scotia"
63,"28-07-2020",0,"Nova Scotia"
64,"29-07-2020",1,"Nova Scotia"
64,"30-07-2020",0,"Nova Scotia"
64,"31-07-2020",0,"Nova Scotia"
64,"01-08-2020",0,"Nova Scotia"
64,"02-08-2020",0,"Nova Scotia"
64,"03-08-2020",0,"Nova Scotia"
64,"04-08-2020",0,"Nova Scotia"
64,"05-08-2020",0,"Nova Scotia"
64,"06-08-2020",0,"Nova Scotia"
64,"07-08-2020",0,"Nova Scotia"
64,"08-08-2020",0,"Nova Scotia"
64,"09-08-2020",0,"Nova Scotia"
64,"10-08-2020",0,"Nova Scotia"
64,"11-08-2020",0,"Nova Scotia"
64,"12-08-2020",0,"Nova Scotia"
64,"13-08-2020",0,"Nova Scotia"
64,"14-08-2020",0,"Nova Scotia"
64,"15-08-2020",0,"Nova Scotia"
64,"16-08-2020",0,"Nova Scotia"
64,"17-08-2020",0,"Nova Scotia"
64,"18-08-2020",0,"Nova Scotia"
64,"19-08-2020",0,"Nova Scotia"
64,"20-08-2020",0,"Nova Scotia"
64,"21-08-2020",0,"Nova Scotia"
64,"22-08-2020",0,"Nova Scotia"
65,"23-08-2020",1,"Nova Scotia"
65,"24-08-2020",0,"Nova Scotia"
65,"25-08-2020",0,"Nova Scotia"
65,"26-08-2020",0,"Nova Scotia"
65,"27-08-2020",0,"Nova Scotia"
65,"28-08-2020",0,"Nova Scotia"
65,"29-08-2020",0,"Nova Scotia"
65,"30-08-2020",0,"Nova Scotia"
65,"31-08-2020",0,"Nova Scotia"
65,"01-09-2020",0,"Nova Scotia"
65,"02-09-2020",0,"Nova Scotia"
65,"03-09-2020",0,"Nova Scotia"
65,"04-09-2020",0,"Nova Scotia"
65,"05-09-2020",0,"Nova Scotia"
65,"06-09-2020",0,"Nova Scotia"
65,"07-09-2020",0,"Nova Scotia"
65,"08-09-2020",0,"Nova Scotia"
65,"09-09-2020",0,"Nova Scotia"
65,"10-09-2020",0,"Nova Scotia"
65,"11-09-2020",0,"Nova Scotia"
65,"12-09-2020",0,"Nova Scotia"
65,"13-09-2020",0,"Nova Scotia"
65,"14-09-2020",0,"Nova Scotia"
65,"15-09-2020",0,"Nova Scotia"
65,"16-09-2020",0,"Nova Scotia"
65,"17-09-2020",0,"Nova Scotia"
65,"18-09-2020",0,"Nova Scotia"
65,"19-09-2020",0,"Nova Scotia"
65,"20-09-2020",0,"Nova Scotia"
65,"21-09-2020",0,"Nova Scotia"
65,"22-09-2020",0,"Nova Scotia"
65,"23-09-2020",0,"Nova Scotia"
65,"24-09-2020",0,"Nova Scotia"
65,"25-09-2020",0,"Nova Scotia"
65,"26-09-2020",0,"Nova Scotia"
65,"27-09-2020",0,"Nova Scotia"
65,"28-09-2020",0,"Nova Scotia"
65,"29-09-2020",0,"Nova Scotia"
65,"30-09-2020",0,"Nova Scotia"
65,"01-10-2020",0,"Nova Scotia"
65,"02-10-2020",0,"Nova Scotia"
65,"03-10-2020",0,"Nova Scotia"
65,"04-10-2020",0,"Nova Scotia"
65,"05-10-2020",0,"Nova Scotia"
65,"06-10-2020",0,"Nova Scotia"
65,"07-10-2020",0,"Nova Scotia"
65,"08-10-2020",0,"Nova Scotia"
65,"09-10-2020",0,"Nova Scotia"
65,"10-10-2020",0,"Nova Scotia"
65,"11-10-2020",0,"Nova Scotia"
65,"12-10-2020",0,"Nova Scotia"
65,"13-10-2020",0,"Nova Scotia"
65,"14-10-2020",0,"Nova Scotia"
65,"15-10-2020",0,"Nova Scotia"
65,"16-10-2020",0,"Nova Scotia"
65,"17-10-2020",0,"Nova Scotia"
65,"18-10-2020",0,"Nova Scotia"
65,"19-10-2020",0,"Nova Scotia"
65,"20-10-2020",0,"Nova Scotia"
65,"21-10-2020",0,"Nova Scotia"
65,"22-10-2020",0,"Nova Scotia"
65,"23-10-2020",0,"Nova Scotia"
65,"24-10-2020",0,"Nova Scotia"
65,"25-10-2020",0,"Nova Scotia"
65,"26-10-2020",0,"Nova Scotia"
65,"27-10-2020",0,"Nova Scotia"
65,"28-10-2020",0,"Nova Scotia"
65,"29-10-2020",0,"Nova Scotia"
65,"30-10-2020",0,"Nova Scotia"
65,"31-10-2020",0,"Nova Scotia"
65,"01-11-2020",0,"Nova Scotia"
65,"02-11-2020",0,"Nova Scotia"
65,"03-11-2020",0,"Nova Scotia"
65,"04-11-2020",0,"Nova Scotia"
65,"05-11-2020",0,"Nova Scotia"
65,"06-11-2020",0,"Nova Scotia"
65,"07-11-2020",0,"Nova Scotia"
65,"08-11-2020",0,"Nova Scotia"
65,"09-11-2020",0,"Nova Scotia"
65,"10-11-2020",0,"Nova Scotia"
65,"11-11-2020",0,"Nova Scotia"
65,"12-11-2020",0,"Nova Scotia"
65,"13-11-2020",0,"Nova Scotia"
65,"14-11-2020",0,"Nova Scotia"
65,"15-11-2020",0,"Nova Scotia"
65,"16-11-2020",0,"Nova Scotia"
65,"17-11-2020",0,"Nova Scotia"
65,"18-11-2020",0,"Nova Scotia"
65,"19-11-2020",0,"Nova Scotia"
65,"20-11-2020",0,"Nova Scotia"
65,"21-11-2020",0,"Nova Scotia"
65,"22-11-2020",0,"Nova Scotia"
65,"23-11-2020",0,"Nova Scotia"
65,"24-11-2020",0,"Nova Scotia"
65,"25-11-2020",0,"Nova Scotia"
65,"26-11-2020",0,"Nova Scotia"
65,"27-11-2020",0,"Nova Scotia"
65,"28-11-2020",0,"Nova Scotia"
65,"29-11-2020",0,"Nova Scotia"
65,"30-11-2020",0,"Nova Scotia"
65,"01-12-2020",0,"Nova Scotia"
65,"02-12-2020",0,"Nova Scotia"
65,"03-12-2020",0,"Nova Scotia"
65,"04-12-2020",0,"Nova Scotia"
65,"05-12-2020",0,"Nova Scotia"
65,"06-12-2020",0,"Nova Scotia"
65,"07-12-2020",0,"Nova Scotia"
65,"08-12-2020",0,"Nova Scotia"
65,"09-12-2020",0,"Nova Scotia"
65,"10-12-2020",0,"Nova Scotia"
65,"11-12-2020",0,"Nova Scotia"
65,"12-12-2020",0,"Nova Scotia"
65,"13-12-2020",0,"Nova Scotia"
65,"14-12-2020",0,"Nova Scotia"
65,"15-12-2020",0,"Nova Scotia"
65,"16-12-2020",0,"Nova Scotia"
65,"17-12-2020",0,"Nova Scotia"
65,"18-12-2020",0,"Nova Scotia"
65,"19-12-2020",0,"Nova Scotia"
65,"20-12-2020",0,"Nova Scotia"
65,"21-12-2020",0,"Nova Scotia"
65,"22-12-2020",0,"Nova Scotia"
65,"23-12-2020",0,"Nova Scotia"
65,"24-12-2020",0,"Nova Scotia"
65,"25-12-2020",0,"Nova Scotia"
65,"26-12-2020",0,"Nova Scotia"
65,"27-12-2020",0,"Nova Scotia"
65,"28-12-2020",0,"Nova Scotia"
65,"29-12-2020",0,"Nova Scotia"
65,"30-12-2020",0,"Nova Scotia"
65,"31-12-2020",0,"Nova Scotia"
65,"01-01-2021",0,"Nova Scotia"
65,"02-01-2021",0,"Nova Scotia"
65,"03-01-2021",0,"Nova Scotia"
65,"04-01-2021",0,"Nova Scotia"
65,"05-01-2021",0,"Nova Scotia"
65,"06-01-2021",0,"Nova Scotia"
65,"07-01-2021",0,"Nova Scotia"
65,"08-01-2021",0,"Nova Scotia"
65,"09-01-2021",0,"Nova Scotia"
65,"10-01-2021",0,"Nova Scotia"
65,"11-01-2021",0,"Nova Scotia"
65,"12-01-2021",0,"Nova Scotia"
65,"13-01-2021",0,"Nova Scotia"
65,"14-01-2021",0,"Nova Scotia"
65,"15-01-2021",0,"Nova Scotia"
65,"16-01-2021",0,"Nova Scotia"
65,"17-01-2021",0,"Nova Scotia"
65,"18-01-2021",0,"Nova Scotia"
65,"19-01-2021",0,"Nova Scotia"
65,"20-01-2021",0,"Nova Scotia"
65,"21-01-2021",0,"Nova Scotia"
0,"08-03-2020",0,"Nunavut"
0,"09-03-2020",0,"Nunavut"
0,"10-03-2020",0,"Nunavut"
0,"11-03-2020",0,"Nunavut"
0,"12-03-2020",0,"Nunavut"
0,"13-03-2020",0,"Nunavut"
0,"14-03-2020",0,"Nunavut"
0,"15-03-2020",0,"Nunavut"
0,"16-03-2020",0,"Nunavut"
0,"17-03-2020",0,"Nunavut"
0,"18-03-2020",0,"Nunavut"
0,"19-03-2020",0,"Nunavut"
0,"20-03-2020",0,"Nunavut"
0,"21-03-2020",0,"Nunavut"
0,"22-03-2020",0,"Nunavut"
0,"23-03-2020",0,"Nunavut"
0,"24-03-2020",0,"Nunavut"
0,"25-03-2020",0,"Nunavut"
0,"26-03-2020",0,"Nunavut"
0,"27-03-2020",0,"Nunavut"
0,"28-03-2020",0,"Nunavut"
0,"29-03-2020",0,"Nunavut"
0,"30-03-2020",0,"Nunavut"
0,"31-03-2020",0,"Nunavut"
0,"01-04-2020",0,"Nunavut"
0,"02-04-2020",0,"Nunavut"
0,"03-04-2020",0,"Nunavut"
0,"04-04-2020",0,"Nunavut"
0,"05-04-2020",0,"Nunavut"
0,"06-04-2020",0,"Nunavut"
0,"07-04-2020",0,"Nunavut"
0,"08-04-2020",0,"Nunavut"
0,"09-04-2020",0,"Nunavut"
0,"10-04-2020",0,"Nunavut"
0,"11-04-2020",0,"Nunavut"
0,"12-04-2020",0,"Nunavut"
0,"13-04-2020",0,"Nunavut"
0,"14-04-2020",0,"Nunavut"
0,"15-04-2020",0,"Nunavut"
0,"16-04-2020",0,"Nunavut"
0,"17-04-2020",0,"Nunavut"
0,"18-04-2020",0,"Nunavut"
0,"19-04-2020",0,"Nunavut"
0,"20-04-2020",0,"Nunavut"
0,"21-04-2020",0,"Nunavut"
0,"22-04-2020",0,"Nunavut"
0,"23-04-2020",0,"Nunavut"
0,"24-04-2020",0,"Nunavut"
0,"25-04-2020",0,"Nunavut"
0,"26-04-2020",0,"Nunavut"
0,"27-04-2020",0,"Nunavut"
0,"28-04-2020",0,"Nunavut"
0,"29-04-2020",0,"Nunavut"
0,"30-04-2020",0,"Nunavut"
0,"01-05-2020",0,"Nunavut"
0,"02-05-2020",0,"Nunavut"
0,"03-05-2020",0,"Nunavut"
0,"04-05-2020",0,"Nunavut"
0,"05-05-2020",0,"Nunavut"
0,"06-05-2020",0,"Nunavut"
0,"07-05-2020",0,"Nunavut"
0,"08-05-2020",0,"Nunavut"
0,"09-05-2020",0,"Nunavut"
0,"10-05-2020",0,"Nunavut"
0,"11-05-2020",0,"Nunavut"
0,"12-05-2020",0,"Nunavut"
0,"13-05-2020",0,"Nunavut"
0,"14-05-2020",0,"Nunavut"
0,"15-05-2020",0,"Nunavut"
0,"16-05-2020",0,"Nunavut"
0,"17-05-2020",0,"Nunavut"
0,"18-05-2020",0,"Nunavut"
0,"19-05-2020",0,"Nunavut"
0,"20-05-2020",0,"Nunavut"
0,"21-05-2020",0,"Nunavut"
0,"22-05-2020",0,"Nunavut"
0,"23-05-2020",0,"Nunavut"
0,"24-05-2020",0,"Nunavut"
0,"25-05-2020",0,"Nunavut"
0,"26-05-2020",0,"Nunavut"
0,"27-05-2020",0,"Nunavut"
0,"28-05-2020",0,"Nunavut"
0,"29-05-2020",0,"Nunavut"
0,"30-05-2020",0,"Nunavut"
0,"31-05-2020",0,"Nunavut"
0,"01-06-2020",0,"Nunavut"
0,"02-06-2020",0,"Nunavut"
0,"03-06-2020",0,"Nunavut"
0,"04-06-2020",0,"Nunavut"
0,"05-06-2020",0,"Nunavut"
0,"06-06-2020",0,"Nunavut"
0,"07-06-2020",0,"Nunavut"
0,"08-06-2020",0,"Nunavut"
0,"09-06-2020",0,"Nunavut"
0,"10-06-2020",0,"Nunavut"
0,"11-06-2020",0,"Nunavut"
0,"12-06-2020",0,"Nunavut"
0,"13-06-2020",0,"Nunavut"
0,"14-06-2020",0,"Nunavut"
0,"15-06-2020",0,"Nunavut"
0,"16-06-2020",0,"Nunavut"
0,"17-06-2020",0,"Nunavut"
0,"18-06-2020",0,"Nunavut"
0,"19-06-2020",0,"Nunavut"
0,"20-06-2020",0,"Nunavut"
0,"21-06-2020",0,"Nunavut"
0,"22-06-2020",0,"Nunavut"
0,"23-06-2020",0,"Nunavut"
0,"24-06-2020",0,"Nunavut"
0,"25-06-2020",0,"Nunavut"
0,"26-06-2020",0,"Nunavut"
0,"27-06-2020",0,"Nunavut"
0,"28-06-2020",0,"Nunavut"
0,"29-06-2020",0,"Nunavut"
0,"30-06-2020",0,"Nunavut"
0,"01-07-2020",0,"Nunavut"
0,"02-07-2020",0,"Nunavut"
0,"03-07-2020",0,"Nunavut"
0,"04-07-2020",0,"Nunavut"
0,"05-07-2020",0,"Nunavut"
0,"06-07-2020",0,"Nunavut"
0,"07-07-2020",0,"Nunavut"
0,"08-07-2020",0,"Nunavut"
0,"09-07-2020",0,"Nunavut"
0,"10-07-2020",0,"Nunavut"
0,"11-07-2020",0,"Nunavut"
0,"12-07-2020",0,"Nunavut"
0,"13-07-2020",0,"Nunavut"
0,"14-07-2020",0,"Nunavut"
0,"15-07-2020",0,"Nunavut"
0,"16-07-2020",0,"Nunavut"
0,"17-07-2020",0,"Nunavut"
0,"18-07-2020",0,"Nunavut"
0,"19-07-2020",0,"Nunavut"
0,"20-07-2020",0,"Nunavut"
0,"21-07-2020",0,"Nunavut"
0,"22-07-2020",0,"Nunavut"
0,"23-07-2020",0,"Nunavut"
0,"24-07-2020",0,"Nunavut"
0,"25-07-2020",0,"Nunavut"
0,"26-07-2020",0,"Nunavut"
0,"27-07-2020",0,"Nunavut"
0,"28-07-2020",0,"Nunavut"
0,"29-07-2020",0,"Nunavut"
0,"30-07-2020",0,"Nunavut"
0,"31-07-2020",0,"Nunavut"
0,"01-08-2020",0,"Nunavut"
0,"02-08-2020",0,"Nunavut"
0,"03-08-2020",0,"Nunavut"
0,"04-08-2020",0,"Nunavut"
0,"05-08-2020",0,"Nunavut"
0,"06-08-2020",0,"Nunavut"
0,"07-08-2020",0,"Nunavut"
0,"08-08-2020",0,"Nunavut"
0,"09-08-2020",0,"Nunavut"
0,"10-08-2020",0,"Nunavut"
0,"11-08-2020",0,"Nunavut"
0,"12-08-2020",0,"Nunavut"
0,"13-08-2020",0,"Nunavut"
0,"14-08-2020",0,"Nunavut"
0,"15-08-2020",0,"Nunavut"
0,"16-08-2020",0,"Nunavut"
0,"17-08-2020",0,"Nunavut"
0,"18-08-2020",0,"Nunavut"
0,"19-08-2020",0,"Nunavut"
0,"20-08-2020",0,"Nunavut"
0,"21-08-2020",0,"Nunavut"
0,"22-08-2020",0,"Nunavut"
0,"23-08-2020",0,"Nunavut"
0,"24-08-2020",0,"Nunavut"
0,"25-08-2020",0,"Nunavut"
0,"26-08-2020",0,"Nunavut"
0,"27-08-2020",0,"Nunavut"
0,"28-08-2020",0,"Nunavut"
0,"29-08-2020",0,"Nunavut"
0,"30-08-2020",0,"Nunavut"
0,"31-08-2020",0,"Nunavut"
0,"01-09-2020",0,"Nunavut"
0,"02-09-2020",0,"Nunavut"
0,"03-09-2020",0,"Nunavut"
0,"04-09-2020",0,"Nunavut"
0,"05-09-2020",0,"Nunavut"
0,"06-09-2020",0,"Nunavut"
0,"07-09-2020",0,"Nunavut"
0,"08-09-2020",0,"Nunavut"
0,"09-09-2020",0,"Nunavut"
0,"10-09-2020",0,"Nunavut"
0,"11-09-2020",0,"Nunavut"
0,"12-09-2020",0,"Nunavut"
0,"13-09-2020",0,"Nunavut"
0,"14-09-2020",0,"Nunavut"
0,"15-09-2020",0,"Nunavut"
0,"16-09-2020",0,"Nunavut"
0,"17-09-2020",0,"Nunavut"
0,"18-09-2020",0,"Nunavut"
0,"19-09-2020",0,"Nunavut"
0,"20-09-2020",0,"Nunavut"
0,"21-09-2020",0,"Nunavut"
0,"22-09-2020",0,"Nunavut"
0,"23-09-2020",0,"Nunavut"
0,"24-09-2020",0,"Nunavut"
0,"25-09-2020",0,"Nunavut"
0,"26-09-2020",0,"Nunavut"
0,"27-09-2020",0,"Nunavut"
0,"28-09-2020",0,"Nunavut"
0,"29-09-2020",0,"Nunavut"
0,"30-09-2020",0,"Nunavut"
0,"01-10-2020",0,"Nunavut"
0,"02-10-2020",0,"Nunavut"
0,"03-10-2020",0,"Nunavut"
0,"04-10-2020",0,"Nunavut"
0,"05-10-2020",0,"Nunavut"
0,"06-10-2020",0,"Nunavut"
0,"07-10-2020",0,"Nunavut"
0,"08-10-2020",0,"Nunavut"
0,"09-10-2020",0,"Nunavut"
0,"10-10-2020",0,"Nunavut"
0,"11-10-2020",0,"Nunavut"
0,"12-10-2020",0,"Nunavut"
0,"13-10-2020",0,"Nunavut"
0,"14-10-2020",0,"Nunavut"
0,"15-10-2020",0,"Nunavut"
0,"16-10-2020",0,"Nunavut"
0,"17-10-2020",0,"Nunavut"
0,"18-10-2020",0,"Nunavut"
0,"19-10-2020",0,"Nunavut"
0,"20-10-2020",0,"Nunavut"
0,"21-10-2020",0,"Nunavut"
0,"22-10-2020",0,"Nunavut"
0,"23-10-2020",0,"Nunavut"
0,"24-10-2020",0,"Nunavut"
0,"25-10-2020",0,"Nunavut"
