"cases","cumulative_cases","date_report","health_region","province"
0,0,"20-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"21-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"22-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"23-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"24-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"25-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"26-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"27-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"28-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"29-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"30-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"31-03-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"01-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"02-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"03-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"04-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"05-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"06-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,0,"07-04-2020","Zone 6 (Bathurst area)","New Brunswick"
1,1,"08-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"09-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"10-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"11-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"12-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"13-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"14-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"15-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"16-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"17-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"18-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"19-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"20-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"21-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"22-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"23-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"24-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"25-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"26-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"27-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"28-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"29-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"30-04-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"01-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"02-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"03-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"04-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"05-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"06-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"07-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"08-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"09-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"10-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"11-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"12-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"13-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"14-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"15-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"16-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"17-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"18-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"19-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"20-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"21-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"22-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"23-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"24-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"25-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"26-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"27-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"28-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"29-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"30-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"31-05-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"01-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"02-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"03-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"04-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"05-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"06-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"07-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"08-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"09-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"10-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"11-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"12-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"13-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"14-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"15-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"16-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"17-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"18-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"19-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"20-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"21-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"22-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"23-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"24-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"25-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"26-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"27-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"28-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"29-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"30-06-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"01-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"02-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"03-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"04-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"05-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"06-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"07-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"08-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"09-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"10-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"11-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"12-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"13-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"14-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"15-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"16-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"17-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"18-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"19-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"20-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"21-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"22-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"23-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"24-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"25-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"26-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"27-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"28-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"29-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"30-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"31-07-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"01-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"02-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"03-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"04-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"05-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"06-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"07-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"08-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"09-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"10-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"11-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"12-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"13-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"14-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"15-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"16-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"17-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"18-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"19-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,1,"20-08-2020","Zone 6 (Bathurst area)","New Brunswick"
1,2,"21-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"22-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"23-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"24-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"25-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"26-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"27-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"28-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"29-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"30-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"31-08-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"01-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"02-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"03-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"04-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"05-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"06-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"07-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"08-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"09-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"10-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"11-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"12-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"13-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"14-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"15-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"16-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"17-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"18-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"19-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"20-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"21-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"22-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"23-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,2,"24-09-2020","Zone 6 (Bathurst area)","New Brunswick"
1,3,"25-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"26-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"27-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"28-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"29-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"30-09-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"01-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"02-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"03-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"04-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"05-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"06-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"07-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"08-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"09-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"10-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"11-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"12-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"13-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"14-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"15-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"16-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"17-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"18-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"19-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"20-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"21-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"22-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"23-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"24-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"25-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"26-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"27-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"28-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"29-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"30-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"31-10-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"01-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"02-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,3,"03-11-2020","Zone 6 (Bathurst area)","New Brunswick"
1,4,"04-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"05-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"06-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"07-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"08-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"09-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"10-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"11-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"12-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"13-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"14-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"15-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"16-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,4,"17-11-2020","Zone 6 (Bathurst area)","New Brunswick"
1,5,"18-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,5,"19-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,5,"20-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,5,"21-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,5,"22-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,5,"23-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,5,"24-11-2020","Zone 6 (Bathurst area)","New Brunswick"
1,6,"25-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,6,"26-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,6,"27-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,6,"28-11-2020","Zone 6 (Bathurst area)","New Brunswick"
1,7,"29-11-2020","Zone 6 (Bathurst area)","New Brunswick"
1,8,"30-11-2020","Zone 6 (Bathurst area)","New Brunswick"
0,8,"01-12-2020","Zone 6 (Bathurst area)","New Brunswick"
2,10,"02-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,10,"03-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,10,"04-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,10,"05-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,10,"06-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,10,"07-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,10,"08-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,10,"09-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,10,"10-12-2020","Zone 6 (Bathurst area)","New Brunswick"
1,11,"11-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"12-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"13-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"14-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"15-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"16-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"17-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"18-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"19-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"20-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"21-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,11,"22-12-2020","Zone 6 (Bathurst area)","New Brunswick"
1,12,"23-12-2020","Zone 6 (Bathurst area)","New Brunswick"
1,13,"24-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,13,"25-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,13,"26-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,13,"27-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,13,"28-12-2020","Zone 6 (Bathurst area)","New Brunswick"
1,14,"29-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,14,"30-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,14,"31-12-2020","Zone 6 (Bathurst area)","New Brunswick"
0,14,"01-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,14,"02-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,14,"03-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,14,"04-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,14,"05-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,14,"06-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,14,"07-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,14,"08-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,14,"09-01-2021","Zone 6 (Bathurst area)","New Brunswick"
1,15,"10-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,15,"11-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,15,"12-01-2021","Zone 6 (Bathurst area)","New Brunswick"
1,16,"13-01-2021","Zone 6 (Bathurst area)","New Brunswick"
1,17,"14-01-2021","Zone 6 (Bathurst area)","New Brunswick"
1,18,"15-01-2021","Zone 6 (Bathurst area)","New Brunswick"
2,20,"16-01-2021","Zone 6 (Bathurst area)","New Brunswick"
1,21,"17-01-2021","Zone 6 (Bathurst area)","New Brunswick"
1,22,"18-01-2021","Zone 6 (Bathurst area)","New Brunswick"
1,23,"19-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,23,"20-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,23,"21-01-2021","Zone 6 (Bathurst area)","New Brunswick"
0,0,"25-01-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"26-01-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"27-01-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"28-01-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"29-01-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"30-01-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"31-01-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"01-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"02-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"03-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"04-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"05-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"06-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"07-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"08-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"09-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"10-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"11-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"12-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"13-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"14-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"15-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"16-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"17-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"18-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"19-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"20-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"21-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"22-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"23-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"24-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"25-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"26-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"27-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"28-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"29-02-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"01-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"02-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"03-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"04-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"05-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"06-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"07-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"08-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"09-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"10-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"11-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"12-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"13-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"14-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"15-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"16-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"17-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"18-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"19-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"20-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"21-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"22-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"23-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"24-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"25-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"26-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"27-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"28-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"29-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"30-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"31-03-2020","Zone 7 (Miramichi area)","New Brunswick"
0,0,"01-04-2020","Zone 7 (Miramichi area)","New Brunswick"
1,1,"02-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,1,"03-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,1,"04-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,1,"05-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,1,"06-04-2020","Zone 7 (Miramichi area)","New Brunswick"
1,2,"07-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"08-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"09-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"10-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"11-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"12-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"13-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"14-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"15-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"16-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"17-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"18-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"19-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"20-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"21-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"22-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"23-04-2020","Zone 7 (Miramichi area)","New Brunswick"
0,2,"24-04-2020","Zone 7 (Miramichi area)","New Brunswick"
