"active_cases","active_cases_change","cumulative_cases","cumulative_deaths","cumulative_recovered","date_active","province"
9,1,129,0,120,"30-05-2020","New Brunswick"
12,3,132,0,120,"31-05-2020","New Brunswick"
12,0,132,0,120,"01-06-2020","New Brunswick"
13,1,133,0,120,"02-06-2020","New Brunswick"
15,2,135,0,120,"03-06-2020","New Brunswick"
15,0,136,1,120,"04-06-2020","New Brunswick"
14,-1,136,1,121,"05-06-2020","New Brunswick"
14,0,136,1,121,"06-06-2020","New Brunswick"
15,1,137,1,121,"07-06-2020","New Brunswick"
24,9,146,1,121,"08-06-2020","New Brunswick"
25,1,147,1,121,"09-06-2020","New Brunswick"
29,4,151,1,121,"10-06-2020","New Brunswick"
29,0,153,1,123,"11-06-2020","New Brunswick"
28,-1,154,1,125,"12-06-2020","New Brunswick"
29,1,157,2,126,"13-06-2020","New Brunswick"
26,-3,157,2,129,"14-06-2020","New Brunswick"
29,3,160,2,129,"15-06-2020","New Brunswick"
30,1,163,2,131,"16-06-2020","New Brunswick"
28,-2,163,2,133,"17-06-2020","New Brunswick"
26,-2,163,2,135,"18-06-2020","New Brunswick"
26,0,163,2,135,"19-06-2020","New Brunswick"
27,1,164,2,135,"20-06-2020","New Brunswick"
27,0,164,2,135,"21-06-2020","New Brunswick"
27,0,164,2,135,"22-06-2020","New Brunswick"
20,-7,165,2,143,"23-06-2020","New Brunswick"
16,-4,165,2,147,"24-06-2020","New Brunswick"
14,-2,165,2,149,"25-06-2020","New Brunswick"
13,-1,165,2,150,"26-06-2020","New Brunswick"
9,-4,165,2,154,"27-06-2020","New Brunswick"
5,-4,165,2,158,"28-06-2020","New Brunswick"
5,0,165,2,158,"29-06-2020","New Brunswick"
4,-1,165,2,159,"30-06-2020","New Brunswick"
3,-1,165,2,160,"01-07-2020","New Brunswick"
3,0,165,2,160,"02-07-2020","New Brunswick"
2,-1,165,2,161,"03-07-2020","New Brunswick"
1,-1,165,2,162,"04-07-2020","New Brunswick"
1,0,165,2,162,"05-07-2020","New Brunswick"
1,0,165,2,162,"06-07-2020","New Brunswick"
1,0,165,2,162,"07-07-2020","New Brunswick"
1,0,165,2,162,"08-07-2020","New Brunswick"
1,0,166,2,163,"09-07-2020","New Brunswick"
1,0,166,2,163,"10-07-2020","New Brunswick"
1,0,166,2,163,"11-07-2020","New Brunswick"
1,0,166,2,163,"12-07-2020","New Brunswick"
1,0,166,2,163,"13-07-2020","New Brunswick"
2,1,167,2,163,"14-07-2020","New Brunswick"
3,1,168,2,163,"15-07-2020","New Brunswick"
3,0,168,2,163,"16-07-2020","New Brunswick"
3,0,168,2,163,"17-07-2020","New Brunswick"
3,0,168,2,163,"18-07-2020","New Brunswick"
4,1,169,2,163,"19-07-2020","New Brunswick"
5,1,170,2,163,"20-07-2020","New Brunswick"
5,0,170,2,163,"21-07-2020","New Brunswick"
3,-2,170,2,165,"22-07-2020","New Brunswick"
3,0,170,2,165,"23-07-2020","New Brunswick"
3,0,170,2,165,"24-07-2020","New Brunswick"
3,0,170,2,165,"25-07-2020","New Brunswick"
3,0,170,2,165,"26-07-2020","New Brunswick"
3,0,170,2,165,"27-07-2020","New Brunswick"
3,0,170,2,165,"28-07-2020","New Brunswick"
3,0,170,2,165,"29-07-2020","New Brunswick"
2,-1,170,2,166,"30-07-2020","New Brunswick"
2,0,170,2,166,"31-07-2020","New Brunswick"
2,0,170,2,166,"01-08-2020","New Brunswick"
2,0,170,2,166,"02-08-2020","New Brunswick"
0,-2,170,2,168,"03-08-2020","New Brunswick"
0,0,170,2,168,"04-08-2020","New Brunswick"
4,4,174,2,168,"05-08-2020","New Brunswick"
6,2,176,2,168,"06-08-2020","New Brunswick"
6,0,176,2,168,"07-08-2020","New Brunswick"
6,0,176,2,168,"08-08-2020","New Brunswick"
6,0,176,2,168,"09-08-2020","New Brunswick"
6,0,176,2,168,"10-08-2020","New Brunswick"
7,1,177,2,168,"11-08-2020","New Brunswick"
8,1,178,2,168,"12-08-2020","New Brunswick"
9,1,180,2,169,"13-08-2020","New Brunswick"
9,0,180,2,169,"14-08-2020","New Brunswick"
13,4,184,2,169,"15-08-2020","New Brunswick"
15,2,186,2,169,"16-08-2020","New Brunswick"
15,0,186,2,169,"17-08-2020","New Brunswick"
13,-2,186,2,171,"18-08-2020","New Brunswick"
12,-1,186,2,172,"19-08-2020","New Brunswick"
6,-6,186,2,178,"20-08-2020","New Brunswick"
8,2,188,2,178,"21-08-2020","New Brunswick"
8,0,188,2,178,"22-08-2020","New Brunswick"
9,1,189,2,178,"23-08-2020","New Brunswick"
9,0,189,2,178,"24-08-2020","New Brunswick"
10,1,190,2,178,"25-08-2020","New Brunswick"
8,-2,190,2,180,"26-08-2020","New Brunswick"
7,-1,190,2,181,"27-08-2020","New Brunswick"
7,0,191,2,182,"28-08-2020","New Brunswick"
6,-1,191,2,183,"29-08-2020","New Brunswick"
4,-2,191,2,185,"30-08-2020","New Brunswick"
4,0,191,2,185,"31-08-2020","New Brunswick"
3,-1,191,2,186,"01-09-2020","New Brunswick"
4,1,192,2,186,"02-09-2020","New Brunswick"
4,0,192,2,186,"03-09-2020","New Brunswick"
4,0,192,2,186,"04-09-2020","New Brunswick"
4,0,192,2,186,"05-09-2020","New Brunswick"
3,-1,192,2,187,"06-09-2020","New Brunswick"
3,0,192,2,187,"07-09-2020","New Brunswick"
2,-1,192,2,188,"08-09-2020","New Brunswick"
2,0,192,2,188,"09-09-2020","New Brunswick"
3,1,193,2,188,"10-09-2020","New Brunswick"
2,-1,193,2,189,"11-09-2020","New Brunswick"
2,0,193,2,189,"12-09-2020","New Brunswick"
2,0,193,2,189,"13-09-2020","New Brunswick"
3,1,194,2,189,"14-09-2020","New Brunswick"
3,0,194,2,189,"15-09-2020","New Brunswick"
3,0,194,2,189,"16-09-2020","New Brunswick"
2,-1,194,2,190,"17-09-2020","New Brunswick"
1,-1,194,2,191,"18-09-2020","New Brunswick"
1,0,194,2,191,"19-09-2020","New Brunswick"
1,0,194,2,191,"20-09-2020","New Brunswick"
3,2,196,2,191,"21-09-2020","New Brunswick"
3,0,196,2,191,"22-09-2020","New Brunswick"
4,1,197,2,191,"23-09-2020","New Brunswick"
6,2,199,2,191,"24-09-2020","New Brunswick"
7,1,200,2,191,"25-09-2020","New Brunswick"
7,0,200,2,191,"26-09-2020","New Brunswick"
7,0,200,2,191,"27-09-2020","New Brunswick"
7,0,200,2,191,"28-09-2020","New Brunswick"
6,-1,200,2,192,"29-09-2020","New Brunswick"
6,0,200,2,192,"30-09-2020","New Brunswick"
6,0,200,2,192,"01-10-2020","New Brunswick"
5,-1,200,2,193,"02-10-2020","New Brunswick"
6,1,201,2,193,"03-10-2020","New Brunswick"
3,-3,201,2,196,"04-10-2020","New Brunswick"
5,2,203,2,196,"05-10-2020","New Brunswick"
5,0,205,2,198,"06-10-2020","New Brunswick"
22,17,222,2,198,"07-10-2020","New Brunswick"
24,2,225,2,199,"08-10-2020","New Brunswick"
37,13,238,2,199,"09-10-2020","New Brunswick"
57,20,258,2,199,"10-10-2020","New Brunswick"
71,14,272,2,199,"11-10-2020","New Brunswick"
76,5,278,2,200,"12-10-2020","New Brunswick"
82,6,284,2,200,"13-10-2020","New Brunswick"
90,8,292,2,200,"14-10-2020","New Brunswick"
89,-1,292,2,201,"15-10-2020","New Brunswick"
92,3,297,2,203,"16-10-2020","New Brunswick"
100,8,305,2,203,"17-10-2020","New Brunswick"
104,4,310,3,203,"18-10-2020","New Brunswick"
103,-1,313,3,207,"19-10-2020","New Brunswick"
95,-8,313,3,215,"20-10-2020","New Brunswick"
92,-3,319,4,223,"21-10-2020","New Brunswick"
81,-11,322,4,237,"22-10-2020","New Brunswick"
75,-6,324,4,245,"23-10-2020","New Brunswick"
72,-3,326,4,250,"24-10-2020","New Brunswick"
65,-7,328,6,257,"25-10-2020","New Brunswick"
60,-5,331,6,265,"26-10-2020","New Brunswick"
55,-5,334,6,273,"27-10-2020","New Brunswick"
47,-8,337,6,284,"28-10-2020","New Brunswick"
41,-6,341,6,294,"29-10-2020","New Brunswick"
39,-2,342,6,297,"30-10-2020","New Brunswick"
38,-1,343,6,299,"31-10-2020","New Brunswick"
35,-3,344,6,303,"01-11-2020","New Brunswick"
33,-2,344,6,305,"02-11-2020","New Brunswick"
29,-4,344,6,309,"03-11-2020","New Brunswick"
28,-1,347,6,313,"04-11-2020","New Brunswick"
28,0,349,6,315,"05-11-2020","New Brunswick"
24,-4,350,6,320,"06-11-2020","New Brunswick"
26,2,353,6,321,"07-11-2020","New Brunswick"
24,-2,354,6,324,"08-11-2020","New Brunswick"
21,-3,355,6,328,"09-11-2020","New Brunswick"
17,-4,355,6,332,"10-11-2020","New Brunswick"
16,-1,355,6,333,"11-11-2020","New Brunswick"
13,-3,356,6,337,"12-11-2020","New Brunswick"
14,1,358,6,338,"13-11-2020","New Brunswick"
19,5,364,6,339,"14-11-2020","New Brunswick"
22,3,367,6,339,"15-11-2020","New Brunswick"
28,6,375,6,341,"16-11-2020","New Brunswick"
32,4,379,6,341,"17-11-2020","New Brunswick"
40,8,388,6,342,"18-11-2020","New Brunswick"
43,3,392,6,343,"19-11-2020","New Brunswick"
51,8,401,6,344,"20-11-2020","New Brunswick"
71,20,424,6,347,"21-11-2020","New Brunswick"
77,6,430,6,347,"22-11-2020","New Brunswick"
89,12,445,7,349,"23-11-2020","New Brunswick"
93,4,450,7,350,"24-11-2020","New Brunswick"
94,1,453,7,352,"25-11-2020","New Brunswick"
105,11,465,7,353,"26-11-2020","New Brunswick"
114,9,477,7,356,"27-11-2020","New Brunswick"
111,-3,481,7,363,"28-11-2020","New Brunswick"
119,8,495,7,369,"29-11-2020","New Brunswick"
120,1,501,7,374,"30-11-2020","New Brunswick"
116,-4,508,7,385,"01-12-2020","New Brunswick"
119,3,514,7,388,"02-12-2020","New Brunswick"
111,-8,520,7,402,"03-12-2020","New Brunswick"
111,0,528,7,410,"04-12-2020","New Brunswick"
98,-13,530,7,425,"05-12-2020","New Brunswick"
82,-16,534,7,445,"06-12-2020","New Brunswick"
81,-1,536,7,448,"07-12-2020","New Brunswick"
82,1,541,7,452,"08-12-2020","New Brunswick"
74,-8,542,7,461,"09-12-2020","New Brunswick"
75,1,546,7,464,"10-12-2020","New Brunswick"
78,3,554,8,468,"11-12-2020","New Brunswick"
72,-6,555,8,475,"12-12-2020","New Brunswick"
65,-7,557,8,484,"13-12-2020","New Brunswick"
60,-5,558,8,490,"14-12-2020","New Brunswick"
48,-12,559,8,503,"15-12-2020","New Brunswick"
52,4,567,8,507,"16-12-2020","New Brunswick"
56,4,573,8,509,"17-12-2020","New Brunswick"
53,-3,573,8,512,"18-12-2020","New Brunswick"
46,-7,574,8,520,"19-12-2020","New Brunswick"
46,0,574,8,520,"20-12-2020","New Brunswick"
49,3,578,8,521,"21-12-2020","New Brunswick"
47,-2,580,8,525,"22-12-2020","New Brunswick"
47,0,585,8,530,"23-12-2020","New Brunswick"
45,-2,587,8,534,"24-12-2020","New Brunswick"
44,-1,588,8,536,"25-12-2020","New Brunswick"
39,-5,590,8,543,"26-12-2020","New Brunswick"
35,-4,592,8,549,"27-12-2020","New Brunswick"
34,-1,593,8,551,"28-12-2020","New Brunswick"
32,-2,595,8,555,"29-12-2020","New Brunswick"
28,-4,596,8,560,"30-12-2020","New Brunswick"
29,1,599,9,561,"31-12-2020","New Brunswick"
25,-4,601,9,567,"01-01-2021","New Brunswick"
35,10,611,9,567,"02-01-2021","New Brunswick"
42,7,618,9,567,"03-01-2021","New Brunswick"
56,14,635,9,570,"04-01-2021","New Brunswick"
81,25,662,9,572,"05-01-2021","New Brunswick"
111,30,693,9,573,"06-01-2021","New Brunswick"
131,20,717,9,577,"07-01-2021","New Brunswick"
144,13,735,9,582,"08-01-2021","New Brunswick"
172,28,765,9,584,"09-01-2021","New Brunswick"
185,13,779,9,585,"10-01-2021","New Brunswick"
205,20,800,9,586,"11-01-2021","New Brunswick"
220,15,817,11,586,"12-01-2021","New Brunswick"
231,11,836,12,593,"13-01-2021","New Brunswick"
247,16,859,12,600,"14-01-2021","New Brunswick"
257,10,884,12,615,"15-01-2021","New Brunswick"
268,11,911,12,631,"16-01-2021","New Brunswick"
293,25,947,12,642,"17-01-2021","New Brunswick"
305,12,973,12,656,"18-01-2021","New Brunswick"
317,12,1004,13,674,"19-01-2021","New Brunswick"
318,1,1025,13,694,"20-01-2021","New Brunswick"
0,0,0,0,0,"25-01-2020","NL"
0,0,0,0,0,"26-01-2020","NL"
0,0,0,0,0,"27-01-2020","NL"
0,0,0,0,0,"28-01-2020","NL"
0,0,0,0,0,"29-01-2020","NL"
0,0,0,0,0,"30-01-2020","NL"
0,0,0,0,0,"31-01-2020","NL"
0,0,0,0,0,"01-02-2020","NL"
0,0,0,0,0,"02-02-2020","NL"
0,0,0,0,0,"03-02-2020","NL"
0,0,0,0,0,"04-02-2020","NL"
0,0,0,0,0,"05-02-2020","NL"
0,0,0,0,0,"06-02-2020","NL"
0,0,0,0,0,"07-02-2020","NL"
0,0,0,0,0,"08-02-2020","NL"
0,0,0,0,0,"09-02-2020","NL"
0,0,0,0,0,"10-02-2020","NL"
0,0,0,0,0,"11-02-2020","NL"
0,0,0,0,0,"12-02-2020","NL"
0,0,0,0,0,"13-02-2020","NL"
0,0,0,0,0,"14-02-2020","NL"
0,0,0,0,0,"15-02-2020","NL"
0,0,0,0,0,"16-02-2020","NL"
0,0,0,0,0,"17-02-2020","NL"
0,0,0,0,0,"18-02-2020","NL"
0,0,0,0,0,"19-02-2020","NL"
0,0,0,0,0,"20-02-2020","NL"
0,0,0,0,0,"21-02-2020","NL"
0,0,0,0,0,"22-02-2020","NL"
0,0,0,0,0,"23-02-2020","NL"
0,0,0,0,0,"24-02-2020","NL"
0,0,0,0,0,"25-02-2020","NL"
0,0,0,0,0,"26-02-2020","NL"
0,0,0,0,0,"27-02-2020","NL"
0,0,0,0,0,"28-02-2020","NL"
0,0,0,0,0,"29-02-2020","NL"
0,0,0,0,0,"01-03-2020","NL"
0,0,0,0,0,"02-03-2020","NL"
0,0,0,0,0,"03-03-2020","NL"
0,0,0,0,0,"04-03-2020","NL"
0,0,0,0,0,"05-03-2020","NL"
0,0,0,0,0,"06-03-2020","NL"
0,0,0,0,0,"07-03-2020","NL"
0,0,0,0,0,"08-03-2020","NL"
0,0,0,0,0,"09-03-2020","NL"
0,0,0,0,0,"10-03-2020","NL"
0,0,0,0,0,"11-03-2020","NL"
0,0,0,0,0,"12-03-2020","NL"
0,0,0,0,0,"13-03-2020","NL"
1,1,1,0,0,"14-03-2020","NL"
1,0,1,0,0,"15-03-2020","NL"
1,0,1,0,0,"16-03-2020","NL"
3,2,3,0,0,"17-03-2020","NL"
3,0,3,0,0,"18-03-2020","NL"
3,0,3,0,0,"19-03-2020","NL"
4,1,4,0,0,"20-03-2020","NL"
6,2,6,0,0,"21-03-2020","NL"
9,3,9,0,0,"22-03-2020","NL"
24,15,24,0,0,"23-03-2020","NL"
35,11,35,0,0,"24-03-2020","NL"
67,32,67,0,0,"25-03-2020","NL"
82,15,82,0,0,"26-03-2020","NL"
101,19,102,0,1,"27-03-2020","NL"
116,15,120,0,4,"28-03-2020","NL"
131,15,135,0,4,"29-03-2020","NL"
140,9,148,1,7,"30-03-2020","NL"
144,4,152,1,7,"31-03-2020","NL"
164,20,175,1,10,"01-04-2020","NL"
172,8,183,1,10,"02-04-2020","NL"
183,11,195,1,11,"03-04-2020","NL"
184,1,203,1,18,"04-04-2020","NL"
188,4,217,1,28,"05-04-2020","NL"
192,4,226,2,32,"06-04-2020","NL"
177,-15,228,2,49,"07-04-2020","NL"
156,-21,232,2,74,"08-04-2020","NL"
138,-18,236,2,96,"09-04-2020","NL"
133,-5,239,3,103,"10-04-2020","NL"
118,-15,241,3,120,"11-04-2020","NL"
110,-8,242,3,129,"12-04-2020","NL"
108,-2,244,3,133,"13-04-2020","NL"
92,-16,244,3,149,"14-04-2020","NL"
85,-7,247,3,159,"15-04-2020","NL"
79,-6,252,3,170,"16-04-2020","NL"
77,-2,256,3,176,"17-04-2020","NL"
64,-13,256,3,189,"18-04-2020","NL"
62,-2,256,3,191,"19-04-2020","NL"
62,0,256,3,191,"20-04-2020","NL"
59,-3,256,3,194,"21-04-2020","NL"
54,-5,256,3,199,"22-04-2020","NL"
48,-6,256,3,205,"23-04-2020","NL"
46,-2,256,3,207,"24-04-2020","NL"
46,0,257,3,208,"25-04-2020","NL"
36,-10,258,3,219,"26-04-2020","NL"
34,-2,258,3,221,"27-04-2020","NL"
33,-1,258,3,222,"28-04-2020","NL"
30,-3,258,3,225,"29-04-2020","NL"
30,0,258,3,225,"30-04-2020","NL"
26,-4,259,3,230,"01-05-2020","NL"
25,-1,259,3,231,"02-05-2020","NL"
24,-1,259,3,232,"03-05-2020","NL"
23,-1,259,3,233,"04-05-2020","NL"
15,-8,259,3,241,"05-05-2020","NL"
12,-3,259,3,244,"06-05-2020","NL"
13,1,260,3,244,"07-05-2020","NL"
13,0,260,3,244,"08-05-2020","NL"
13,0,260,3,244,"09-05-2020","NL"
13,0,260,3,244,"10-05-2020","NL"
13,0,260,3,244,"11-05-2020","NL"
10,-3,260,3,247,"12-05-2020","NL"
10,0,260,3,247,"13-05-2020","NL"
9,-1,260,3,248,"14-05-2020","NL"
9,0,260,3,248,"15-05-2020","NL"
8,-1,260,3,249,"16-05-2020","NL"
8,0,260,3,249,"17-05-2020","NL"
8,0,260,3,249,"18-05-2020","NL"
7,-1,260,3,250,"19-05-2020","NL"
4,-3,260,3,253,"20-05-2020","NL"
4,0,260,3,253,"21-05-2020","NL"
4,0,260,3,253,"22-05-2020","NL"
3,-1,260,3,254,"23-05-2020","NL"
3,0,260,3,254,"24-05-2020","NL"
3,0,260,3,254,"25-05-2020","NL"
2,-1,260,3,255,"26-05-2020","NL"
2,0,260,3,255,"27-05-2020","NL"
3,1,261,3,255,"28-05-2020","NL"
3,0,261,3,255,"29-05-2020","NL"
3,0,261,3,255,"30-05-2020","NL"
3,0,261,3,255,"31-05-2020","NL"
3,0,261,3,255,"01-06-2020","NL"
2,-1,261,3,256,"02-06-2020","NL"
2,0,261,3,256,"03-06-2020","NL"
2,0,261,3,256,"04-06-2020","NL"
2,0,261,3,256,"05-06-2020","NL"
2,0,261,3,256,"06-06-2020","NL"
2,0,261,3,256,"07-06-2020","NL"
2,0,261,3,256,"08-06-2020","NL"
2,0,261,3,256,"09-06-2020","NL"
2,0,261,3,256,"10-06-2020","NL"
2,0,261,3,256,"11-06-2020","NL"
2,0,261,3,256,"12-06-2020","NL"
2,0,261,3,256,"13-06-2020","NL"
2,0,261,3,256,"14-06-2020","NL"
1,-1,261,3,257,"15-06-2020","NL"
1,0,261,3,257,"16-06-2020","NL"
1,0,261,3,257,"17-06-2020","NL"
0,-1,261,3,258,"18-06-2020","NL"
0,0,261,3,258,"19-06-2020","NL"
0,0,261,3,258,"20-06-2020","NL"
0,0,261,3,258,"21-06-2020","NL"
0,0,261,3,258,"22-06-2020","NL"
0,0,261,3,258,"23-06-2020","NL"
0,0,261,3,258,"24-06-2020","NL"
0,0,261,3,258,"25-06-2020","NL"
0,0,261,3,258,"26-06-2020","NL"
0,0,261,3,258,"27-06-2020","NL"
0,0,261,3,258,"28-06-2020","NL"
0,0,261,3,258,"29-06-2020","NL"
0,0,261,3,258,"30-06-2020","NL"
0,0,261,3,258,"01-07-2020","NL"
0,0,261,3,258,"02-07-2020","NL"
0,0,261,3,258,"03-07-2020","NL"
0,0,261,3,258,"04-07-2020","NL"
0,0,261,3,258,"05-07-2020","NL"
0,0,261,3,258,"06-07-2020","NL"
0,0,261,3,258,"07-07-2020","NL"
0,0,261,3,258,"08-07-2020","NL"
0,0,261,3,258,"09-07-2020","NL"
1,1,262,3,258,"10-07-2020","NL"
1,0,262,3,258,"11-07-2020","NL"
1,0,262,3,258,"12-07-2020","NL"
1,0,262,3,258,"13-07-2020","NL"
1,0,262,3,258,"14-07-2020","NL"
1,0,262,3,258,"15-07-2020","NL"
1,0,262,3,258,"16-07-2020","NL"
0,-1,262,3,259,"17-07-2020","NL"
0,0,262,3,259,"18-07-2020","NL"
0,0,262,3,259,"19-07-2020","NL"
0,0,262,3,259,"20-07-2020","NL"
1,1,263,3,259,"21-07-2020","NL"
2,1,264,3,259,"22-07-2020","NL"
2,0,264,3,259,"23-07-2020","NL"
3,1,265,3,259,"24-07-2020","NL"
3,0,265,3,259,"25-07-2020","NL"
4,1,266,3,259,"26-07-2020","NL"
4,0,266,3,259,"27-07-2020","NL"
4,0,266,3,259,"28-07-2020","NL"
4,0,266,3,259,"29-07-2020","NL"
4,0,266,3,259,"30-07-2020","NL"
4,0,266,3,259,"31-07-2020","NL"
4,0,266,3,259,"01-08-2020","NL"
4,0,266,3,259,"02-08-2020","NL"
4,0,266,3,259,"03-08-2020","NL"
3,-1,266,3,260,"04-08-2020","NL"
0,-3,266,3,263,"05-08-2020","NL"
0,0,266,3,263,"06-08-2020","NL"
1,1,267,3,263,"07-08-2020","NL"
1,0,267,3,263,"08-08-2020","NL"
1,0,267,3,263,"09-08-2020","NL"
2,1,268,3,263,"10-08-2020","NL"
2,0,268,3,263,"11-08-2020","NL"
2,0,268,3,263,"12-08-2020","NL"
2,0,268,3,263,"13-08-2020","NL"
2,0,268,3,263,"14-08-2020","NL"
2,0,268,3,263,"15-08-2020","NL"
2,0,268,3,263,"16-08-2020","NL"
2,0,268,3,263,"17-08-2020","NL"
2,0,268,3,263,"18-08-2020","NL"
2,0,268,3,263,"19-08-2020","NL"
2,0,268,3,263,"20-08-2020","NL"
0,-2,268,3,265,"21-08-2020","NL"
0,0,268,3,265,"22-08-2020","NL"
0,0,268,3,265,"23-08-2020","NL"
0,0,268,3,265,"24-08-2020","NL"
0,0,268,3,265,"25-08-2020","NL"
0,0,268,3,265,"26-08-2020","NL"
0,0,268,3,265,"27-08-2020","NL"
1,1,269,3,265,"28-08-2020","NL"
1,0,269,3,265,"29-08-2020","NL"
1,0,269,3,265,"30-08-2020","NL"
1,0,269,3,265,"31-08-2020","NL"
1,0,269,3,265,"01-09-2020","NL"
1,0,269,3,265,"02-09-2020","NL"
1,0,269,3,265,"03-09-2020","NL"
1,0,269,3,265,"04-09-2020","NL"
2,1,270,3,265,"05-09-2020","NL"
2,0,270,3,265,"06-09-2020","NL"
2,0,270,3,265,"07-09-2020","NL"
2,0,270,3,265,"08-09-2020","NL"
1,-1,270,3,266,"09-09-2020","NL"
1,0,270,3,266,"10-09-2020","NL"
1,0,270,3,266,"11-09-2020","NL"
2,1,271,3,266,"12-09-2020","NL"
2,0,271,3,266,"13-09-2020","NL"
2,0,271,3,266,"14-09-2020","NL"
2,0,271,3,266,"15-09-2020","NL"
1,-1,271,3,267,"16-09-2020","NL"
1,0,271,3,267,"17-09-2020","NL"
2,1,272,3,267,"18-09-2020","NL"
2,0,272,3,267,"19-09-2020","NL"
1,-1,272,3,268,"20-09-2020","NL"
1,0,272,3,268,"21-09-2020","NL"
1,0,272,3,268,"22-09-2020","NL"
1,0,272,3,268,"23-09-2020","NL"
1,0,272,3,268,"24-09-2020","NL"
1,0,272,3,268,"25-09-2020","NL"
1,0,272,3,268,"26-09-2020","NL"
2,1,273,3,268,"27-09-2020","NL"
2,0,273,3,268,"28-09-2020","NL"
2,0,273,3,268,"29-09-2020","NL"
2,0,274,3,269,"30-09-2020","NL"
3,1,275,3,269,"01-10-2020","NL"
3,0,275,3,269,"02-10-2020","NL"
3,0,276,4,269,"03-10-2020","NL"
4,1,277,4,269,"04-10-2020","NL"
4,0,277,4,269,"05-10-2020","NL"
4,0,277,4,269,"06-10-2020","NL"
4,0,277,4,269,"07-10-2020","NL"
4,0,277,4,269,"08-10-2020","NL"
6,2,279,4,269,"09-10-2020","NL"
9,3,282,4,269,"10-10-2020","NL"
9,0,282,4,269,"11-10-2020","NL"
9,0,283,4,270,"12-10-2020","NL"
8,-1,283,4,271,"13-10-2020","NL"
8,0,283,4,271,"14-10-2020","NL"
9,1,284,4,271,"15-10-2020","NL"
12,3,287,4,271,"16-10-2020","NL"
11,-1,287,4,272,"17-10-2020","NL"
11,0,287,4,272,"18-10-2020","NL"
11,0,287,4,272,"19-10-2020","NL"
11,0,287,4,272,"20-10-2020","NL"
9,-2,287,4,274,"21-10-2020","NL"
9,0,288,4,275,"22-10-2020","NL"
9,0,288,4,275,"23-10-2020","NL"
10,1,289,4,275,"24-10-2020","NL"
11,1,290,4,275,"25-10-2020","NL"
5,-6,291,4,282,"26-10-2020","NL"
4,-1,291,4,283,"27-10-2020","NL"
4,0,291,4,283,"28-10-2020","NL"
4,0,291,4,283,"29-10-2020","NL"
3,-1,291,4,284,"30-10-2020","NL"
3,0,291,4,284,"31-10-2020","NL"
3,0,291,4,284,"01-11-2020","NL"
3,0,291,4,284,"02-11-2020","NL"
3,0,291,4,284,"03-11-2020","NL"
3,0,292,4,285,"04-11-2020","NL"
5,2,294,4,285,"05-11-2020","NL"
5,0,294,4,285,"06-11-2020","NL"
6,1,296,4,286,"07-11-2020","NL"
6,0,296,4,286,"08-11-2020","NL"
6,0,296,4,286,"09-11-2020","NL"
6,0,296,4,286,"10-11-2020","NL"
7,1,298,4,287,"11-11-2020","NL"
7,0,298,4,287,"12-11-2020","NL"
6,-1,299,4,289,"13-11-2020","NL"
8,2,301,4,289,"14-11-2020","NL"
10,2,303,4,289,"15-11-2020","NL"
10,0,303,4,289,"16-11-2020","NL"
9,-1,305,4,292,"17-11-2020","NL"
9,0,307,4,294,"18-11-2020","NL"
10,1,308,4,294,"19-11-2020","NL"
13,3,311,4,294,"20-11-2020","NL"
18,5,316,4,294,"21-11-2020","NL"
21,3,319,4,294,"22-11-2020","NL"
23,2,321,4,294,"23-11-2020","NL"
24,1,323,4,295,"24-11-2020","NL"
25,1,324,4,295,"25-11-2020","NL"
28,3,327,4,295,"26-11-2020","NL"
31,3,331,4,296,"27-11-2020","NL"
32,1,333,4,297,"28-11-2020","NL"
36,4,337,4,297,"29-11-2020","NL"
36,0,338,4,298,"30-11-2020","NL"
33,-3,339,4,302,"01-12-2020","NL"
30,-3,340,4,306,"02-12-2020","NL"
29,-1,340,4,307,"03-12-2020","NL"
27,-2,343,4,312,"04-12-2020","NL"
26,-1,347,4,317,"05-12-2020","NL"
30,4,351,4,317,"06-12-2020","NL"
28,-2,351,4,319,"07-12-2020","NL"
28,0,352,4,320,"08-12-2020","NL"
20,-8,353,4,329,"09-12-2020","NL"
20,0,354,4,330,"10-12-2020","NL"
20,0,355,4,331,"11-12-2020","NL"
22,2,357,4,331,"12-12-2020","NL"
21,-1,357,4,332,"13-12-2020","NL"
22,1,358,4,332,"14-12-2020","NL"
20,-2,359,4,335,"15-12-2020","NL"
23,3,364,4,337,"16-12-2020","NL"
24,1,367,4,339,"17-12-2020","NL"
27,3,372,4,341,"18-12-2020","NL"
34,7,380,4,342,"19-12-2020","NL"
34,0,382,4,344,"20-12-2020","NL"
31,-3,382,4,347,"21-12-2020","NL"
32,1,383,4,347,"22-12-2020","NL"
26,-6,384,4,354,"23-12-2020","NL"
24,-2,384,4,356,"24-12-2020","NL"
24,0,384,4,356,"25-12-2020","NL"
24,0,384,4,356,"26-12-2020","NL"
24,0,387,4,359,"27-12-2020","NL"
22,-2,389,4,363,"28-12-2020","NL"
22,0,390,4,364,"29-12-2020","NL"
21,-1,390,4,365,"30-12-2020","NL"
20,-1,390,4,366,"31-12-2020","NL"
20,0,390,4,366,"01-01-2021","NL"
14,-6,390,4,372,"02-01-2021","NL"
12,-2,390,4,374,"03-01-2021","NL"
13,1,391,4,374,"04-01-2021","NL"
14,1,392,4,374,"05-01-2021","NL"
12,-2,392,4,376,"06-01-2021","NL"
